PàS;pe.a.ɛs
pectines;pek.tin
pectiniculture;pɛk.ti.ni.kyl.tyʁ
pectinicultures;pɛk.ti.ni.kyl.tyʁ
pectinier;pɛk.ti.nje
pectiniers;po.pe.ʁism
pectique;pɛk.tik
pectora;pɛʁ.sɔ.na
pectoral;pɛk.tɔ.ʁal
pectorale;pɛk.tɔ.ʁal
pectorales;pɛk.tɔ.ʁal
pectoralis;pɛʁ.sɔ.na
pectoraux;pɛk.tɔ.ʁɔ
pectore;pɛʁ.sɔ.na
pectori;pɛʁ.sɔ.na
pectoribus;pɛʁ.sɔ.na
pectoriloquie;pɛk.tɔ.ʁi.lɔ.kyj
pectoris;pɛʁ.sɔ.na
pectorum;pɛʁ.sɔ.na
pectose;pɛk.toz
pectosique;pɛk.tɔ.zik
pectosiques;po.pe.ʁism
peculations;pa.li.lɔ.ʒi
peculiar;po.za
pedaço;po.za
pedaal;pɑ̃.te
pedaggio;pɔst.dɔk.tɔ.ʁɑ̃t
pedagogie;pɑ̃.te
pedagogio;pa.ʁa
pedagogisch;pɛʁ.si.flaʒ
pedagogo;pa.ʁa
pedal;pa.ta
pedals;pʁɔ.i.bi.sjɔ̃
pedanto;pa.ʁa
peddi;pal.ma
pederasto;pa.ʁa
pedestre;po.za
pedibus;pe.di.bys
pedicures;pa.ʁa.bɔ.la
pedido;pa.ta
pedigree;pe.di.ɡʁe
pedigrees;pe.di.ɡʁe
pedinte;po.za
pedologists;fʁyk.ti.fi.ka.sjɔ̃
pedoni;pʁɔ.fe.sɔ.ʁɛs
pedra;po.za
pedregada;pas.ti.ja
pedzouille;ped.zuj
pedzouilles;ped.zuj
peelers;pʁɔ.i.bi.sjɔ̃
peepings;pɛʁ.ma.kyl.tyʁ
peerless;pə.lis
peesakwani;pɔ.lɔ.di
peganite;pe.ɡa.nit
peganites;pe.ɡa.nit
pegar;po.za
pegazo;pa.ʁa
peghju;fɔʁt
pegma;psø.do.sfɛʁ
pegmata;psø.do.sfɛʁ
pegmatita;paʁ.te.nɔ.pe.ɛ̃
pegmatite;pɛɡ.ma.tit
pegni;pʁɔ.to.o.se.a.njɛ̃
pegno;pʁɔ.to.o.se.a.njɛ̃
pegnota;pe.djat.ʁi
pegs;pitʃ
peh;pʁe.a.fʁɑ̃.ʃi
peha;pɑ̃.daʁ.dɛl
pehlevi;pɛlɛvi
pehlvi;pɛl.vi
pehlvie;pɛl.vi
pehlvies;pɛl.vi
pehlvis;pe.di.kyl
peidar;po.za
peido;po.za
peignâmes;pe.ɲam
peignât;pe.ɲa
peignâtes;pe.ɲat
peignèrent;pe.ɲɛʁ
peigné;pe.ɲe
peignée;pe.ɲe
peignées;pe.ɲe
peignés;pe.ɲe
peignîmes;pɛ.ɲim
peignît;pɛ.ɲi
peignîtes;pɛ.ɲit
peigna;pe.ɲa
peignables;pɛ.ɲabl
peignage;pa.vwaz.mɑ̃
peignages;pa.taʁ
peignai;pe.ɲe
peignaient;pe.ɲɛ
peignais;pe.ɲɛ
peignait;pe.ɲɛ
peignant;pɛ.ɲɑ̃
peignas;pe.ɲa
peignasse;pe.ɲas
peignassent;pe.ɲas
peignasses;pe.ɲas
peignassiez;pe.ɲa.sje
peignassions;pe.ɲa.sjɔ̃
peigne;pɛɲ
peignent;pɛɲ
peigner;pɛ.ɲe
peignera;pɛ.ɲə.ʁa
peignerai;pɛ.ɲə.ʁe
peigneraient;pɛ.ɲə.ʁɛ
peignerais;pɛ.ɲə.ʁɛ
peignerait;pɛ.ɲə.ʁɛ
peigneran;pɛ.ɲə.ʁɑ̃
peigneras;pɛ.ɲə.ʁa
peignerez;pɛ.ɲə.ʁe
peignerie;pɛ.ɲə.ʁi
peigneriez;pɛ.ɲə.ʁje
peignerions;pɛ.ɲə.ʁjɔ̃
peignerons;pɛ.ɲə.ʁɔ̃
peigneront;pɛ.ɲə.ʁɔ̃
peignes;pɛɲ
peigneurs;pa.taʁ
peignez;pe.ɲe
peignier;pe.dɑ̃.ti.ze
peigniez;pɛ.ɲe
peignions;pɛ.ɲɔ̃
peignirent;pɛ.ɲiʁ
peignis;pɛ.ɲi
peignisse;pɛ.ɲis
peignissent;pɛ.ɲis
peignisses;pɛ.ɲis
peignissiez;pɛ.ɲi.sje
peignissions;pɛ.ɲi.sjɔ̃
peignit;pɛ.ɲi
peignoir;pɛ.ɲwaʁ
peignoirs;pɛ.ɲwaʁ
peignon;pɛ.ɲɔ̃
peignons;pɛ.ɲɔ̃
peil;paʁ.ti
peili;paʁ.sa
peille;pɛj
peillereau;pɛj.ʁo
peillereaux;pɛj.ʁo
peilles;pɛj
peillière;pɛ.jɛʁ
peillières;pɛ.jɛʁ
peillier;pɛ.je
peilliers;pɛ.je
peinâmes;pe.nam
peinât;pe.na
peinâtes;pe.nat
peinèrent;pe.nɛʁ
peiné;pe.ne
peinée;pe.ne
peinées;pɛ.ne
peinés;pe.ne
peina;pe.na
peinai;pe.ne
peinaient;pe.nɛ
peinais;pe.nɛ
peinait;pe.nɛ
peinant;pe.nɑ̃
peinard;pe.naʁ
peinarde;pɛ.naʁd
peinardement;pɛ.naʁ.də.mɑ̃
peinardes;pɛ.naʁd
peinards;pɛ.naʁ
peinas;pe.na
peinasse;pe.nas
peinassent;pe.nas
peinasses;pe.nas
peinassiez;pe.na.sje
peinassions;pe.na.sjɔ̃
peinchebec;pɛ̃ʃ.bɛk
peindra;pɛ̃.dʁa
peindrai;pɛ̃.dʁe
peindraient;pɛ̃.dʁɛ
peindrais;pɛ̃.dʁɛ
peindrait;pɛ̃.dʁɛ
peindras;pɛ̃.dʁa
peindre;pɛ̃dʁ
peindrez;pɛ̃.dʁe
peindriez;pɛ̃.dʁi.je
peindrions;pɛ̃.dʁi.jɔ̃
peindrons;pɛ̃.dʁɔ̃
peindront;pɛ̃.dʁɔ̃
peine;pɛn
peinent;pɛn
peiner;pe.ne
peinera;pɛ.nə.ʁa
peinerai;pɛ.nə.ʁe
peineraient;pɛ.nə.ʁɛ
peinerais;pɛ.nə.ʁɛ
peinerait;pɛ.nə.ʁɛ
peineras;pɛ.nə.ʁa
peinerez;pɛ.nə.ʁe
peineriez;pɛ.nə.ʁje
peinerions;pɛ.nə.ʁjɔ̃
peinerons;pɛ.nə.ʁɔ̃
peineront;pɛ.nə.ʁɔ̃
peines;pɛn
peinez;pe.ne
peiniez;pe.nje
peinions;pe.njɔ̃
peinons;pe.nɔ̃
peins;pɛ̃
peint;pɛ̃
peinte;pɛ̃t
peintes;pɛ̃t
peinteuse;pɛ̃tøz
peinteuses;pɛ̃tøz
peintre;pɛ̃tʁ
peintres;pɛ̃tʁ
peints;pɛ̃
peinturâmes;pɛ̃.ty.ʁam
peinturât;pɛ̃.ty.ʁa
peinturâtes;pɛ̃.ty.ʁat
peinturèrent;pɛ̃.ty.ʁɛʁ
peinturé;pɛ̃.ty.ʁe
peinturée;pɛ̃.ty.ʁe
peinturées;pɛ̃.ty.ʁe
peinturés;pɛ̃.ty.ʁe
peintura;pɛ̃.ty.ʁa
peinturage;pɛ̃.ty.ʁaʒ
peinturages;pɛ̃.ty.ʁaʒ
peinturai;pɛ̃.ty.ʁe
peinturaient;pɛ̃.ty.ʁɛ
peinturais;pɛ̃.ty.ʁɛ
peinturait;pɛ̃.ty.ʁɛ
peinturant;pɛ̃.ty.ʁɑ̃
peinturas;pɛ̃.ty.ʁa
peinturasse;pɛ̃.ty.ʁas
peinturassent;pɛ̃.ty.ʁas
peinturasses;pɛ̃.ty.ʁas
peinturassiez;pɛ̃.ty.ʁa.sje
peinturassions;pɛ̃.ty.ʁa.sjɔ̃
peinture;pɛ̃.tyʁ
peinturent;pɛ̃.tyʁ
peinturer;pɛ̃.ty.ʁe
peinturera;pɛ̃.ty.ʁə.ʁa
peinturerai;pɛ̃.ty.ʁə.ʁe
peintureraient;pɛ̃.ty.ʁə.ʁɛ
peinturerais;pɛ̃.ty.ʁə.ʁɛ
peinturerait;pɛ̃.ty.ʁə.ʁɛ
peintureras;pɛ̃.ty.ʁə.ʁa
peinturerez;pɛ̃.ty.ʁə.ʁe
peintureriez;pɛ̃.ty.ʁə.ʁje
peinturerions;pɛ̃.ty.ʁə.ʁjɔ̃
peinturerons;pɛ̃.ty.ʁə.ʁɔ̃
peintureront;pɛ̃.ty.ʁə.ʁɔ̃
peintures;pɛ̃.tyʁ
peintureur;pɛ̃.ty.ʁœʁ
peintureurs;pɛ̃.ty.ʁœʁ
peintureuse;pɛ̃.ty.ʁøz
peintureuses;pɛ̃.ty.ʁøz
peinturez;pɛ̃.ty.ʁe
peinturiez;pɛ̃.ty.ʁje
peinturions;pɛ̃.ty.ʁjɔ̃
peinturlurâmes;pɛ̃.tyʁ.ly.ʁam
peinturlurât;pɛ̃.tyʁ.ly.ʁa
peinturlurâtes;pɛ̃.tyʁ.ly.ʁat
peinturlurèrent;pɛ̃.tyʁ.ly.ʁɛʁ
peinturluré;pɛ̃.tyʁ.ly.ʁe
peinturlurée;pɛ̃.tyʁ.ly.ʁe
peinturlurées;pɛ̃.tyʁ.ly.ʁe
peinturlurés;pɛ̃.tyʁ.ly.ʁe
peinturlura;pɛ̃.tyʁ.ly.ʁa
peinturlurage;pɛl.taʒ
peinturlurai;pɛ̃.tyʁ.ly.ʁe
peinturluraient;pɛ̃.tyʁ.ly.ʁɛ
peinturlurais;pɛ̃.tyʁ.ly.ʁɛ
peinturlurait;pɛ̃.tyʁ.ly.ʁɛ
peinturlurant;pɛ̃.tyʁ.ly.ʁɑ̃
peinturluras;pɛ̃.tyʁ.ly.ʁa
peinturlurasse;pɛ̃.tyʁ.ly.ʁas
peinturlurassent;pɛ̃.tyʁ.ly.ʁas
peinturlurasses;pɛ̃.tyʁ.ly.ʁas
peinturlurassiez;pɛ̃.tyʁ.ly.ʁa.sje
peinturlurassions;pɛ̃.tyʁ.ly.ʁa.sjɔ̃
peinturlure;pɛ̃.tyʁ.lyʁ
peinturlurent;pɛ̃.tyʁ.lyʁ
peinturlurer;pɛ̃.tyʁ.ly.ʁe
peinturlurera;pɛ̃.tyʁ.ly.ʁə.ʁa
peinturlurerai;pɛ̃.tyʁ.ly.ʁə.ʁe
peinturlureraient;pɛ̃.tyʁ.ly.ʁə.ʁɛ
peinturlurerais;pɛ̃.tyʁ.ly.ʁə.ʁɛ
peinturlurerait;pɛ̃.tyʁ.ly.ʁə.ʁɛ
peinturlureras;pɛ̃.tyʁ.ly.ʁə.ʁa
peinturlurerez;pɛ̃.tyʁ.ly.ʁə.ʁe
peinturlureriez;pɛ̃.tyʁ.ly.ʁə.ʁje
peinturlurerions;pɛ̃.tyʁ.ly.ʁə.ʁjɔ̃
peinturlurerons;pɛ̃.tyʁ.ly.ʁə.ʁɔ̃
peinturlureront;pɛ̃.tyʁ.ly.ʁə.ʁɔ̃
peinturlures;pɛ̃.tyʁ.lyʁ
peinturlureurs;pɛ̃.tyʁ.ly.ʁœʁ
peinturlurez;pɛ̃.tyʁ.ly.ʁe
peinturluriez;pɛ̃.tyʁ.ly.ʁje
peinturlurions;pɛ̃.tyʁ.ly.ʁjɔ̃
peinturlurons;pɛ̃.tyʁ.ly.ʁɔ̃
peinturons;pɛ̃.ty.ʁɔ̃
peinzen;pɑ̃.te
peises;pʁe.sy.ʁi.za.sjɔ̃
peish;pɔd.kas.tabl
peito;po.za
peix;pas.ti.ja
peixe;po.za
peizajo;fʁo.da
pejoracion;pe.tʁɔ.ʃi.mik
pejorativa;pa.ʁa
pejs;pa.vi.jɔ̃
pekan;pə.kɑ̃
pekebun;pɔʁ.sə.lɛ.njɛʁ
pektar;pa.ʁa
pektoro;pa.ʁa
pekuniala;fʁo.da
pelâmes;pə.lam
pelât;pə.la
pelâtes;pə.lat
pelèrent;pə.lɛʁ
pelé;pə.le
pelée;pə.le
pelées;pə.le
pelés;pə.le
pela;pə.la
pelade;pə.lad
pelades;pə.lad
peladon;pə.la.dɔ̃
peladophobie;pə.la.dɔ.fɔ.bi
peladophobies;pə.la.dɔ.fɔ.bi
pelage;pəlaʒ
pelages;pə.laʒ
pelagosites;pe.la.ɡɔ.zit
pelagro;pa.ʁa
pelai;pə.le
pelaient;pə.lɛ
pelain;pɔʁ.mə.nwa
pelais;pə.lɛ
pelait;pə.lɛ
pelajar;pɑ̃.te
pelalha;pas.ka.li.zɑ̃
pelamide;pə.la.mid
pelanâmes;pə.la.nam
pelanât;pə.la.na
pelanâtes;pə.la.nat
pelanèrent;pə.la.nɛʁ
pelané;pə.la.ne
pelanée;pə.la.ne
pelanées;pə.la.ne
pelanés;pə.la.ne
pelana;pə.la.na
pelanai;pə.la.ne
pelanaient;pə.la.nɛ
pelanais;pə.la.nɛ
pelanait;pə.la.nɛ
pelanant;pə.la.nɑ̃
pelanas;pə.la.na
pelanasse;pə.la.nas
pelanassent;pə.la.nas
pelanasses;pə.la.nas
pelanassiez;pə.la.na.sje
pelanassions;pə.la.na.sjɔ̃
pelancong;fə.nu.je
pelane;pə.lan
pelanent;pə.lan
pelaner;pə.la.ne
pelanera;pə.la.nə.ʁa
pelanerai;pə.la.nə.ʁe
pelaneraient;pə.la.nə.ʁɛ
pelanerais;pə.la.nə.ʁɛ
pelanerait;pə.la.nə.ʁɛ
pelaneras;pə.la.nə.ʁa
pelanerez;pə.la.nə.ʁe
pelaneriez;pə.la.nə.ʁje
pelanerions;pə.la.nə.ʁjɔ̃
pelanerons;pə.la.nə.ʁɔ̃
pelaneront;pə.la.nə.ʁɔ̃
pelanes;pə.lan
pelanez;pə.la.ne
pelangi;pə.la.na
pelanha;pas.ka.li.zɑ̃
pelaniez;pə.la.nje
pelanions;pə.la.njɔ̃
pelanons;pə.la.nɔ̃
pelant;pə.lɑ̃
pelar;po.za
pelard;pə.laʁ
pelardon;pelaʁdɔ̃
pelare;pa.sjɑ̃
pelargonihapoiksi;plym.ku.to
pelargonihapoilla;plym.ku.to
pelargonihapoille;plym.ku.to
pelargonihapoilta;plym.ku.to
pelargonihapoin;plym.ku.to
pelargonihapoissa;plym.ku.to
pelargonihapoista;plym.ku.to
pelargonihapoitta;plym.ku.to
pelargonihapoksi;plym.ku.to
pelargonihapolla;plym.ku.to
pelargonihapolle;plym.ku.to
pelargonihapolta;plym.ku.to
pelargonihapon;plym.ku.to
pelargonihapossa;plym.ku.to
pelargonihaposta;plym.ku.to
pelargonihapot;plym.ku.to
pelargonihapotta;plym.ku.to
pelargonihappoa;plym.ku.to
pelargonihappoihin;plym.ku.to
pelargonihappoina;plym.ku.to
pelargonihappoja;plym.ku.to
pelargonihappojen;plym.ku.to
pelargonihappona;plym.ku.to
pelargonihappoon;plym.ku.to
pelas;pə.la
pelasse;pə.las
pelassent;pə.las
pelasses;pə.las
pelassiez;pə.la.sje
pelassions;pə.la.sjɔ̃
pelastusrengas;plɑ̃.kjɛ̃
pelataran;py.la
pelattage;pə.la.taʒ
pelattages;pə.la.taʒ
pelaudâmes;pə.lo.dam
pelaudât;pə.lo.da
pelaudâtes;pə.lo.dat
pelaudèrent;pə.lo.dɛʁ
pelaudé;pə.lo.de
pelaudée;pə.lo.de
pelaudées;pə.lo.de
pelaudés;pə.lo.de
pelauda;pə.lo.da
pelaudai;pə.lo.de
pelaudaient;pə.lo.dɛ
pelaudais;pə.lo.dɛ
pelaudait;pə.lo.dɛ
pelaudant;pə.lo.dɑ̃
pelaudas;pə.lo.da
pelaudasse;pə.lo.das
pelaudassent;pə.lo.das
pelaudasses;pə.lo.das
pelaudassiez;pə.lo.da.sje
pelaudassions;pə.lo.da.sjɔ̃
pelaude;pə.lod
pelaudent;pə.lod
pelauder;pə.lo.de
pelaudera;pə.lo.də.ʁa
pelauderai;pə.lo.də.ʁe
pelauderaient;pə.lo.də.ʁɛ
pelauderais;pə.lo.də.ʁɛ
pelauderait;pə.lo.də.ʁɛ
pelauderas;pə.lo.də.ʁa
pelauderez;pə.lo.də.ʁe
pelauderiez;pə.lo.də.ʁje
pelauderions;pə.lo.də.ʁjɔ̃
pelauderons;pə.lo.də.ʁɔ̃
pelauderont;pə.lo.də.ʁɔ̃
pelaudes;pə.lod
pelaudez;pə.lo.de
pelaudiez;pə.lo.dje
pelaudions;pə.lo.djɔ̃
pelaudon;pelaʁdɔ̃
pelaudons;pə.lo.dɔ̃
pele;po.za
pelea;pa.ta
peleja;po.za
pelejar;po.za
peler;pə.le
pelevermelha;po.za
peleya;pa.ta
pelez;pə.le
peliça;po.za
peliez;pə.lje
peliger;pa.ta
peligro;pa.ta
peligroso;pa.ta
pelikaan;pɑ̃.te
pelikan;pa.ta
pelilla;fɔ.ʁɔ.fit
pelin;pə.lɛ̃
pelions;pə.ljɔ̃
pelipatan;pɔ̃ʃ
pelisse;pə.lis
pelisses;pə.lis
pelisson;fi.lu.te
pellâmes;pɛ.lam
pellât;pɛ.la
pellâtes;pɛ.lat
pellèrent;pɛ.lɛʁ
pellète;pɛ.lɛt
pellètent;pɛ.lɛt
pellètera;pɛ.lɛ.tə.ʁa
pellèterai;pɛ.lɛ.tə.ʁe
pellèteraient;pɛ.lɛ.tə.ʁɛ
pellèterais;pɛ.lɛ.tə.ʁɛ
pellèterait;pɛ.lɛ.tə.ʁɛ
pellèteras;pɛ.lɛ.tə.ʁa
pellèterez;pɛ.lɛ.tə.ʁe
pellèteriez;pɛ.lɛ.tə.ʁje
pellèterions;pɛ.lɛ.tə.ʁjɔ̃
pellèterons;pɛ.lɛ.tə.ʁɔ̃
pellèteront;pɛ.lɛ.tə.ʁɔ̃
pellètes;pɛ.lɛt
pellé;pɛ.le
pellée;pɛ.le
pellées;pɛ.le
pellés;pɛ.le
pell;pas.ti.ja
pella;pɛ.la
pellage;pɛ.laʒ
pellages;pɛ.laʒ
pellagre;pe.laɡʁ
pellagres;pe.laɡʁ
pellagreuse;pɛ.la.ɡʁøz
pellagreuses;pɛ.la.ɡʁøz
pellagreux;pɛ.la.ɡʁø
pellai;pɛ.le
pellaient;pɛ.lɛ
pellain;pɔʁ.mə.nwa
pellais;pɛ.lɛ
pellait;pɛ.lɛ
pellant;pɛ.lɑ̃
pellas;pɛ.la
pellasse;pɛ.las
pellassent;pɛ.las
pellasses;pɛ.las
pellassiez;pɛ.la.sje
pellassions;pɛ.la.sjɔ̃
pellavaa;fɑ̃.to.mɛt
pellavaan;fɑ̃.to.mɛt
pellavain;fɑ̃.to.mɛt
pellavaksi;fɑ̃.to.mɛt
pellavalla;fɑ̃.to.mɛt
pellavalle;fɑ̃.to.mɛt
pellavalta;fɑ̃.to.mɛt
pellavan;fɑ̃.to.mɛt
pellavana;fɑ̃.to.mɛt
pellavassa;fɑ̃.to.mɛt
pellavasta;fɑ̃.to.mɛt
pellavat;fɑ̃.to.mɛt
pellavatta;fɑ̃.to.mɛt
pellavia;fɑ̃.to.mɛt
pellavien;fɑ̃.to.mɛt
pellaviin;fɑ̃.to.mɛt
pellaviksi;fɑ̃.to.mɛt
pellavilla;fɑ̃.to.mɛt
pellaville;fɑ̃.to.mɛt
pellavilta;fɑ̃.to.mɛt
pellavin;fɑ̃.to.mɛt
pellavissa;fɑ̃.to.mɛt
pellavista;fɑ̃.to.mɛt
pellavitta;fɑ̃.to.mɛt
pelle;pɛl
pellegrinaggio;pɔst.dɔk.tɔ.ʁɑ̃t
pellegrino;pɔst.dɔk.tɔ.ʁɑ̃t
pellejo;pʁe.ɔ̃
pellent;pɛl
pellerée;pɛl.ʁe
pellerées;pɛl.ʁe
peller;pɛ.le
pellera;pɛ.lə.ʁa
pellerai;pɛ.lə.ʁe
pelleraient;pɛ.lə.ʁɛ
pellerais;pɛ.lə.ʁɛ
pellerait;pɛ.lə.ʁɛ
pelleras;pɛ.lə.ʁa
pellerez;pɛ.lə.ʁe
pelleriez;pɛ.lə.ʁje
pellerions;pɛ.lə.ʁjɔ̃
pelleron;pɛ.lə.ʁɔ̃
pellerons;pɛ.lə.ʁɔ̃
pelleront;pɛ.lə.ʁɔ̃
pelles;pɛl
pelletâmes;pɛ.lə.tam
pelletât;pɛ.lə.ta
pelletâtes;pɛ.lə.tat
pelletèrent;pɛ.lə.tɛʁ
pelleté;pɛ.lə.te
pelletée;pɛl.te
pelletées;pɛl.te
pelletés;pɛ.lə.te
pellet;pɛ.lɛ
pelleta;pɛ.lə.ta
pelletage;pɛl.taʒ
pelletages;pɛl.taʒ
pelletai;pɛ.lə.te
pelletaient;pɛ.lə.tɛ
pelletais;pɛ.lə.tɛ
pelletait;pɛ.lə.tɛ
pelletant;pɛ.lə.tɑ̃
pelletas;pɛ.lə.ta
pelletasse;pɛ.lə.tas
pelletassent;pɛ.lə.tas
pelletasses;pɛ.lə.tas
pelletassiez;pɛ.lə.ta.sje
pelletassions;pɛ.lə.ta.sjɔ̃
pelleted;py.nɛz.muʃ
pelleter;pɛl.te
pelleterie;pɛl.tʁi
pelleteries;pe.di.kyl
pelleteuse;pɛl.tøz
pelleteuses;pɛl.tøz
pelletez;pɛ.lə.te
pelletières;pɛl.tjɛʁ
pelletier;pɛl.tje
pelletiers;pɛl.tje
pelletiez;pɛ.lə.tje
pelletions;pɛ.lə.tjɔ̃
pelletons;pɛ.lə.tɔ̃
pellette;pɛ.lɛt
pellettent;pɛ.lɛt
pellettera;pɛ.lɛ.tə.ʁa
pelletterai;pɛ.lɛ.tə.ʁe
pelletteraient;pɛ.lɛ.tə.ʁɛ
pelletterais;pɛ.lɛ.tə.ʁɛ
pelletterait;pɛ.lɛ.tə.ʁɛ
pelletteras;pɛ.lɛ.tə.ʁa
pelletterez;pɛ.lɛ.tə.ʁe
pelletteriez;pɛ.lɛ.tə.ʁje
pelletterions;pɛ.lɛ.tə.ʁjɔ̃
pelletterons;pɛ.lɛ.tə.ʁɔ̃
pelletteront;pɛ.lɛ.tə.ʁɔ̃
pellettes;pɛ.lɛt
pelleversâmes;pɛl.vɛʁ.sam
pelleversât;pɛl.vɛʁ.sa
pelleversâtes;pɛl.vɛʁ.sat
pelleversèrent;pɛl.vɛʁ.sɛʁ
pelleversé;pɛl.vɛʁ.se
pelleversée;pɛl.vɛʁ.se
pelleversées;pɛl.vɛʁ.se
pelleversés;pɛl.vɛʁ.se
pelleversa;pɛl.vɛʁ.sa
pelleversage;pɛ.lə.vɛʁ.saʒ
pelleversai;pɛl.vɛʁ.se
pelleversaient;pɛl.vɛʁ.sɛ
pelleversais;pɛl.vɛʁ.sɛ
pelleversait;pɛl.vɛʁ.sɛ
pelleversant;pɛl.vɛʁ.sɑ̃
pelleversas;pɛl.vɛʁ.sa
pelleversasse;pɛl.vɛʁ.sas
pelleversassent;pɛl.vɛʁ.sas
pelleversasses;pɛl.vɛʁ.sas
pelleversassiez;pɛl.vɛʁ.sa.sje
pelleversassions;pɛl.vɛʁ.sa.sjɔ̃
pelleverse;pɛl.vɛʁs
pelleversent;pɛl.vɛʁs
pelleverser;pɛl.vɛʁ.se
pelleversera;pɛl.vɛʁ.sə.ʁa
pelleverserai;pɛl.vɛʁ.sə.ʁe
pelleverseraient;pɛl.vɛʁ.sə.ʁɛ
pelleverserais;pɛl.vɛʁ.sə.ʁɛ
pelleverserait;pɛl.vɛʁ.sə.ʁɛ
pelleverseras;pɛl.vɛʁ.sə.ʁa
pelleverserez;pɛl.vɛʁ.sə.ʁe
pelleverseriez;pɛl.vɛʁ.sə.ʁje
pelleverserions;pɛl.vɛʁ.sə.ʁjɔ̃
pelleverserons;pɛl.vɛʁ.sə.ʁɔ̃
pelleverseront;pɛl.vɛʁ.sə.ʁɔ̃
pelleverses;pɛl.vɛʁs
pelleversez;pɛl.vɛʁ.se
pelleversiez;pɛl.vɛʁ.sje
pelleversions;pɛl.vɛʁ.sjɔ̃
pelleversons;pɛl.vɛʁ.sɔ̃
pellez;pɛ.le
pellgomz;fœj
pellgomzer;pi.te.kɔ.id
pellicani;pʁɔ.fe.sɔ.ʁɛs
pellicce;pʁɔ.fe.sɔ.ʁɛs
pellice;pʁɔ.fe.sɔ.ʁɛs
pellicea;flaksid
pelliceae;flaksid
pelliceam;flaksid
pellicearum;flaksid
pelliceas;flaksid
pellicee;flaksid
pellicei;flaksid
pelliceis;flaksid
pelliceo;flaksid
pelliceorum;flaksid
pelliceos;flaksid
pelliceum;flaksid
pellicola;pɑ̃.ka
pellicole;pʁɔ.fe.sɔ.ʁɛs
pelliculâmes;pɛ.li.ky.lam
pelliculât;pɛ.li.ky.la
pelliculâtes;pɛ.li.ky.lat
pelliculèrent;pɛ.li.ky.lɛʁ
pelliculé;pɛ.li.ky.le
pelliculée;pɛ.li.ky.le
pelliculées;pɛ.li.ky.le
pelliculés;pɛ.li.ky.le
pellicula;pɛ.li.ky.la
pelliculages;pɛ.li.ky.laʒ
pelliculai;pɛ.li.ky.le
pelliculaient;pɛ.li.ky.lɛ
pelliculaire;pɛ.li.ky.lɛʁ
pelliculais;pɛ.li.ky.lɛ
pelliculait;pɛ.li.ky.lɛ
pelliculant;pɛ.li.ky.lɑ̃
pelliculas;pɛ.li.ky.la
pelliculasse;pɛ.li.ky.las
pelliculassent;pɛ.li.ky.las
pelliculasses;pɛ.li.ky.las
pelliculassiez;pɛ.li.ky.la.sje
pelliculassions;pɛ.li.ky.la.sjɔ̃
pellicule;pe.li.kyl
pelliculent;pɛ.li.kyl
pelliculer;pɛ.li.ky.le
pelliculera;pɛ.li.ky.lə.ʁa
pelliculerai;pɛ.li.ky.lə.ʁe
pelliculeraient;pɛ.li.ky.lə.ʁɛ
pelliculerais;pɛ.li.ky.lə.ʁɛ
pelliculerait;pɛ.li.ky.lə.ʁɛ
pelliculeras;pɛ.li.ky.lə.ʁa
pelliculerez;pɛ.li.ky.lə.ʁe
pelliculeriez;pɛ.li.ky.lə.ʁje
pelliculerions;pɛ.li.ky.lə.ʁjɔ̃
pelliculerons;pɛ.li.ky.lə.ʁɔ̃
pelliculeront;pɛ.li.ky.lə.ʁɔ̃
pellicules;pe.li.kyl
pelliculeuse;pe.li.ky.løz
pelliculeuses;pe.li.ky.løz
pelliculeux;pe.li.ky.lø
pelliculez;pɛ.li.ky.le
pelliculiez;pɛ.li.ky.lje
pelliculions;pɛ.li.ky.ljɔ̃
pelliculons;pɛ.li.ky.lɔ̃
pelliez;pɛ.lje
pellingot;pas.ti.ja
pellions;pɛ.ljɔ̃
pellissa;pas.ti.ja
pellisson;fi.li.ɡʁa.na
pellita;flaksid
pellitae;flaksid
pellitam;flaksid
pellitarum;flaksid
pellitas;flaksid
pellite;flaksid
pelliti;flaksid
pellitis;flaksid
pellito;flaksid
pellitorum;flaksid
pellitos;flaksid
pellitum;flaksid
pelloche;pe.lɔʃ
pelloches;pe.di.kyl
pelloir;pɛ.lwaʁ
pelloirs;pɛ.lwaʁ
pellons;pɛ.lɔ̃
pellot;pa.ʁɔ.nim
pellucide;pe.ly.sid
pellucides;pe.di.kyl
pellutéine;pɛ.ly.te.in
pelmelo;pa.ʁa
pelmeni;pɛl.me.ni
pelmets;pɔ.li.ɛs.tɛʁ
pelo;pe.lo
peloir;pə.lwaʁ
pelon;pə.lɔ̃
pelons;pə.lɔ̃
peloponesi;fɔ.ʁɔ.fit
pelorio;pa.ʁa
peloruses;pa.li.lɔ.ʒi
pelos;pə.lo
pelosse;pə.lɔs
pelotâmes;pə.lɔ.tam
pelotât;pə.lɔ.ta
pelotâtes;pə.lɔ.tat
pelotèrent;pə.lɔ.tɛʁ
peloté;pə.lɔ.te
pelotée;pə.lɔ.te
pelotées;pə.lɔ.te
pelotés;pə.lɔ.te
pelota;pə.lɔ.ta
pelotage;pə.lɔ.taʒ
pelotages;pə.lɔ.taʒ
pelotai;pə.lɔ.te
pelotaient;pə.lɔ.tɛ
pelotais;pə.lɔ.tɛ
pelotait;pə.lɔ.tɛ
pelotant;pə.lɔ.tɑ̃
pelotari;pə.lɔ.ta.ʁi
