Fès;fɛs
fejeton;fʁak.tal
fejghed;fan
fejioada;fɛj.ʒɔ.a.da
fejl;fan
fekély;ɛst
fek;fɑ̃.ta.zi
fekete;ɛst
feki;fa.si.na
feko;fa.ʁo
fekunda;fa.si.na
fel;fas
felatière;fə.la.tjɛʁ
felatières;fə.la.tjɛʁ
felatiers;fə.la.tje
felbol;fɛl.bɔl
feldspath;fɛl.dspat
feldspathique;fɛld.spa.tik
feldspathisâmes;fɛld.spa.ti.zam
feldspathisât;fɛld.spa.ti.za
feldspathisâtes;fɛld.spa.ti.zat
feldspathisèrent;fɛld.spa.ti.zɛʁ
feldspathisé;fɛld.spa.ti.ze
feldspathisée;fɛld.spa.ti.ze
feldspathisées;fɛld.spa.ti.ze
feldspathisés;fɛld.spa.ti.ze
feldspathisa;fɛld.spa.ti.za
feldspathisai;fɛld.spa.ti.ze
feldspathisaient;fɛld.spa.ti.zɛ
feldspathisais;fɛld.spa.ti.zɛ
feldspathisait;fɛld.spa.ti.zɛ
feldspathisant;fɛld.spa.ti.zɑ̃
feldspathisas;fɛld.spa.ti.za
feldspathisasse;fɛld.spa.ti.zas
feldspathisassent;fɛld.spa.ti.zas
feldspathisasses;fɛld.spa.ti.zas
feldspathisassiez;fɛld.spa.ti.za.sje
feldspathisassions;fɛld.spa.ti.za.sjɔ̃
feldspathise;fɛld.spa.tiz
feldspathisent;fɛld.spa.tiz
feldspathiser;fɛld.spa.ti.ze
feldspathisera;fɛld.spa.ti.zə.ʁa
feldspathiserai;fɛld.spa.ti.zə.ʁe
feldspathiseraient;fɛld.spa.ti.zə.ʁɛ
feldspathiserais;fɛld.spa.ti.zə.ʁɛ
feldspathiserait;fɛld.spa.ti.zə.ʁɛ
feldspathiseras;fɛld.spa.ti.zə.ʁa
feldspathiserez;fɛld.spa.ti.zə.ʁe
feldspathiseriez;fɛld.spa.ti.zə.ʁje
feldspathiserions;fɛld.spa.ti.zə.ʁjɔ̃
feldspathiserons;fɛld.spa.ti.zə.ʁɔ̃
feldspathiseront;fɛld.spa.ti.zə.ʁɔ̃
feldspathises;fɛld.spa.tiz
feldspathisez;fɛld.spa.ti.ze
feldspathisiez;fɛld.spa.ti.zje
feldspathisions;fɛld.spa.ti.zjɔ̃
feldspathisons;fɛld.spa.ti.zɔ̃
feldspato;fa.si.na
feldwebel;fɛl.dve.bɛl
feldwebels;fɛl.dve.bɛl
felica;fa.ʁo
felice;fam
felicidade;fa.zɛn.da
felicitar;fa.se
felicitare;fam
feliciteren;fɑ̃.ta.zi
felina;fa.ʁo
felines;fɔ̃k.sjɔ.na.lism
felis;fɑ̃.ta.zja
feliz;fa.zɛn.da
fellaga;fɛ.la.ɡa
fellagas;fɛ.la.ɡa
fellagha;fɛ.la.ɡa
fellaghas;fɛ.la.ɡa
fellah;fe.la
fellahs;fe.la
fellateur;fɛ.la.tœʁ
fellation;fɛl.la.sjɔ̃
fellationnâmes;fɛ.la.sjɔ.nam
fellationnât;fɛ.la.sjɔ.na
fellationnâtes;fɛ.la.sjɔ.nat
fellationnèrent;fɛ.la.sjɔ.nɛʁ
fellationné;fɛ.la.sjɔ.ne
fellationnée;fɛ.la.sjɔ.ne
fellationnées;fɛ.la.sjɔ.ne
fellationnés;fɛ.la.sjɔ.ne
fellationna;fɛ.la.sjɔ.na
fellationnai;fɛ.la.sjɔ.ne
fellationnaient;fɛ.la.sjɔ.nɛ
fellationnais;fɛ.la.sjɔ.nɛ
fellationnait;fɛ.la.sjɔ.nɛ
fellationnant;fɛ.la.sjɔ.nɑ̃
fellationnas;fɛ.la.sjɔ.na
fellationnasse;fɛ.la.sjɔ.nas
fellationnassent;fɛ.la.sjɔ.nas
fellationnasses;fɛ.la.sjɔ.nas
fellationnassiez;fɛ.la.sjɔ.na.sje
fellationnassions;fɛ.la.sjɔ.na.sjɔ̃
fellationne;fɛ.la.sjɔn
fellationnent;fɛ.la.sjɔn
fellationner;fɛ.la.sjɔ.ne
fellationnera;fɛ.la.sjɔ.nə.ʁa
fellationnerai;fɛ.la.sjɔ.nə.ʁe
fellationneraient;fɛ.la.sjɔ.nə.ʁɛ
fellationnerais;fɛ.la.sjɔ.nə.ʁɛ
fellationnerait;fɛ.la.sjɔ.nə.ʁɛ
fellationneras;fɛ.la.sjɔ.nə.ʁa
fellationnerez;fɛ.la.sjɔ.nə.ʁe
fellationneriez;fɛ.la.sjɔ.nə.ʁje
fellationnerions;fɛ.la.sjɔ.nə.ʁjɔ̃
fellationnerons;fɛ.la.sjɔ.nə.ʁɔ̃
fellationneront;fɛ.la.sjɔ.nə.ʁɔ̃
fellationnes;fɛ.la.sjɔn
fellationnez;fɛ.la.sjɔ.ne
fellationniez;fɛ.la.sjɔ.nje
fellationnions;fɛ.la.sjɔ.njɔ̃
fellationnons;fɛ.la.sjɔ.nɔ̃
fellations;fɛ.la.sjɔ̃
fellatrice;fɛ.la.tʁis
felle;fɛl
fellers;ɛ̃.tɛʁ.se.sjɔ̃
felles;fɛl
fellieren;ɛɡ.ze.ky.tiv
fellinien;fɛ.li.njɛ̃
fellinienne;fɛ.li.njɛn
felliniennes;fɛ.li.njɛn
felliniens;fɛ.li.njɛ̃
fellouze;fɛl.luz
fells;fɛl
felouque;fə.luk
felouques;fə.luk
felpa;fe.ʁi.bot
felquisme;fɛl.kism
felquiste;fɛl.kist
felto;fa.ʁo
felts;fɛl
females;ɛk.spɛk.ta.sjɔ̃
femalo;fa.si.na
femeie;fas
femelle;fə.mɛl
femelles;fə.mɛl
femellier;fə.mɛ.lje
femelliers;fə.mɛ.lje
femellité;fə.mɛ.li.te
femellités;fə.mɛ.li.te
femidom;fɛ.mi.dɔm
femina;fa.ʁo
feminizem;fa.ti.ma
femme;fam
femmelette;fam.lɛt
femmelettes;fam.lɛt
femmes;fam
fems;fa.vɔ.ʁabl
femten;fan
femtoampère;fɛm.to.ɑ̃.pɛʁ
femtoampères;fɛm.to.ɑ̃.pɛʁ
femtobecquerel;fɛm.tɔ.bɛk.ʁɛl
femtobecquerels;fɛm.tɔ.bɛk.ʁɛl
femtobel;fɛm.to.bɛl
femtobels;fɛm.to.bɛl
femtocandéla;fɛm.to.kɑ̃.de.la
femtocandélas;fɛm.to.kɑ̃.de.la
femtocandela;fɛm.to.kɑ̃.de.la
femtocandelas;fɛm.to.kɑ̃.de.la
femtocoulomb;fɛm.tɔ.ku.lɔ̃
femtocoulombs;fɛm.tɔ.ku.lɔ̃
femtoculombio;fʁe.zi.jɔ̃
femtoculombios;fʁe.zi.jɔ̃
femtofarad;fɛm.to.fa.ʁad
femtofarads;fɛm.to.fa.ʁad
femtogramme;fɛm.tɔ.ɡʁam
femtogrammes;fɛm.tɔ.ɡʁam
femtogray;fɛm.tɔ.ɡʁe
femtograys;fɛm.tɔ.ɡʁe
femtohenry;fɛm.tɔ.ɑ̃.ʁi
femtohertz;fɛm.tɔ.ɛʁts
femtojoule;fɛm.tɔ.ʒul
femtojoules;fɛm.tɔ.ʒul
femtokatal;fɛm.tɔ.ka.tal
femtokatals;fɛm.tɔ.ka.tal
femtokelvin;fɛm.tɔ.kɛl.vɛ̃
femtokelvins;fɛm.tɔ.kɛl.vɛ̃
femtolitre;fɛm.tɔ.litʁ
femtolumen;fɛm.tɔ.ly.mɛn
femtolumens;fɛm.tɔ.ly.mɛn
femtolux;fɛm.tɔ.lyks
femtomètre;fɛm.tɔ.mɛtʁ
femtomètres;fɛm.to.mɛtʁ
femtométrique;fɛm.to.me.tʁik
femtométriques;fɛm.to.me.tʁik
femtometer;fa.ti.ma
femtometre;fa.ti.ma
femtomole;fɛm.tɔ.mɔl
femtomoles;fɛm.tɔ.mɔl
femtonewton;fɛm.tɔ.nju.tɔn
femtonewtons;fɛm.tɔ.nju.tɔn
femtoohm;fɛm.tɔ.om
femtoohms;fɛm.tɔ.om
femtopascal;fɛm.to.pas.kal
femtopascals;fɛm.tɔ.pas.kal
femtoradian;fɛm.to.ʁa.djɑ̃
femtoradians;fɛm.to.ʁa.djɑ̃
femtoseconde;fɛm.tɔ.sə.ɡɔ̃d
femtosecondes;fɛm.tɔ.sə.ɡɔ̃d
femtosiemens;fɛm.tɔ.si.mɛns
femtosievert;fɛm.to.si.vɛʁt
femtosieverts;fɛm.to.si.vɛʁt
femtostéradian;fɛm.to.ste.ʁa.djɑ̃
femtostéradians;fɛm.tɔ.ste.ʁa.djɑ̃
femtotesla;fɛm.to.tɛs.la
femtoteslas;fɛm.tɔ.tɛs.la
femtovolt;fɛm.to.vɔlt
femtovolts;fɛm.to.vɔlt
femtowatt;fɛm.to.wat
femtowatts;fɛm.tɔ.wat
femtoweber;fɛm.to.ve.bɛʁ
femtowebers;fɛm.tɔ.ve.bɛʁ
femur;faks
femuro;fa.ʁo
fenâmes;fə.nam
fenât;fə.na
fenâtes;fə.nat
fenèrent;fə.nɛʁ
fené;fə.ne
fenêtrâmes;fə.nɛ.tʁam
fenêtrât;fə.nɛ.tʁa
fenêtrâtes;fə.nɛ.tʁat
fenêtrèrent;fə.nɛ.tʁɛʁ
fenêtré;fə.nɛ.tʁe
fenêtrée;fə.nɛ.tʁe
fenêtrées;fə.nɛ.tʁe
fenêtrés;fə.nɛ.tʁe
fenêtra;fə.nɛ.tʁa
fenêtrage;fə.nɛ.tʁaʒ
fenêtrages;fə.nɛ.tʁaʒ
fenêtrai;fə.nɛ.tʁe
fenêtraient;fə.nɛ.tʁɛ
fenêtrais;fə.nɛ.tʁɛ
fenêtrait;fə.nɛ.tʁɛ
fenêtrant;fə.nɛ.tʁɑ̃
fenêtras;fə.nɛ.tʁa
fenêtrasse;fə.nɛ.tʁas
fenêtrassent;fə.nɛ.tʁas
fenêtrasses;fə.nɛ.tʁas
fenêtrassiez;fə.nɛ.tʁa.sje
fenêtrassions;fə.nɛ.tʁa.sjɔ̃
fenêtre;fə.nɛtʁ
fenêtrent;fə.nɛtʁ
fenêtrer;fə.nɛ.tʁe
fenêtrera;fə.nɛ.tʁə.ʁa
fenêtrerai;fə.nɛ.tʁə.ʁe
fenêtreraient;fə.nɛ.tʁə.ʁɛ
fenêtrerais;fə.nɛ.tʁə.ʁɛ
fenêtrerait;fə.nɛ.tʁə.ʁɛ
fenêtreras;fə.nɛ.tʁə.ʁa
fenêtrerez;fə.nɛ.tʁə.ʁe
fenêtreriez;fə.nɛ.tʁə.ʁje
fenêtrerions;fə.nɛ.tʁə.ʁjɔ̃
fenêtrerons;fə.nɛ.tʁə.ʁɔ̃
fenêtreront;fə.nɛ.tʁə.ʁɔ̃
fenêtres;fə.nɛtʁ
fenêtrez;fə.nɛ.tʁe
fenêtriez;fə.nɛ.tʁi.je
fenêtrions;fə.nɛ.tʁi.jɔ̃
fenêtrons;fə.nɛ.tʁɔ̃
fenômeno;fa.zɛn.da
fen;fɛn
fena;fə.na
fenai;fə.ne
fenaient;fə.nɛ
fenais;fə.nɛ
fenaison;fə.nɛ.zɔ̃
fenaisons;fə.nɛ.zɔ̃
fenait;fə.nɛ
fenakistoskopo;ɛʁ.ɡo
fenant;fə.nɑ̃
fenas;fə.na
fenasse;fə.nas
fenassent;fə.nas
fenasses;fə.nas
fenassiez;fə.na.sje
fenassions;fə.na.sjɔ̃
fenc;fa.vɔ.ʁabl
fendîmes;fɑ̃.dim
fendît;fɑ̃.di
fendîtes;fɑ̃.dit
fend;fɑ̃
fenda;fa.zɛn.da
fendage;fe.ʁi
fendaient;fɑ̃.dɛ
fendais;fɑ̃.dɛ
fendait;fɑ̃.dɛ
fendans;fɑ̃.dɑ̃
fendant;fɑ̃.dɑ̃
fendants;fɑ̃.dɑ̃
fendar;fa.ʁo
fendard;fɑ̃.daʁ
fendarde;fɑ̃.daʁd
fendardes;fɑ̃.daʁd
fendards;fɛʁp.lɛ
fendart;fɑ̃.daʁ
fendarts;fɑ̃.daʁ
fende;fɑ̃d
fendent;fɑ̃d
fender;fa.zɛn.da
fendere;faks
fenderie;fɑ̃.də.ʁi
fenderies;fɑ̃.də.ʁi
fendes;fɑ̃d
fendeur;fɑ̃.dœʁ
fendeurs;fɑ̃.dœʁ
fendeuse;fɑ̃.døz
fendeuses;fɑ̃.døz
fendez;fɑ̃.de
fendi;fa.si.na
fendiez;fɑ̃.dje
fendillâmes;fɑ̃.di.jam
fendillât;fɑ̃.di.ja
fendillâtes;fɑ̃.di.jat
fendillèrent;fɑ̃.di.jɛʁ
fendillé;fɑ̃.di.je
fendillée;fɑ̃.di.je
fendillées;fɑ̃.di.je
fendillés;fɑ̃.di.je
fendilla;fɑ̃.di.ja
fendillai;fɑ̃.di.je
fendillaient;fɑ̃.di.jɛ
fendillais;fɑ̃.di.jɛ
fendillait;fɑ̃.di.jɛ
fendillant;fɑ̃.di.jɑ̃
fendillas;fɑ̃.di.ja
fendillasse;fɑ̃.di.jas
fendillassent;fɑ̃.di.jas
fendillasses;fɑ̃.di.jas
fendillassiez;fɑ̃.di.ja.sje
fendillassions;fɑ̃.di.ja.sjɔ̃
fendille;fɑ̃.dij
fendillement;fɑ̃.dij.mɑ̃
fendillements;fɑ̃.dij.mɑ̃
fendillent;fɑ̃.dij
fendiller;fɑ̃.di.je
fendillera;fɑ̃.di.jə.ʁa
fendillerai;fɑ̃.di.jə.ʁe
fendilleraient;fɑ̃.di.jə.ʁɛ
fendillerais;fɑ̃.di.jə.ʁɛ
fendillerait;fɑ̃.di.jə.ʁɛ
fendilleras;fɑ̃.di.jə.ʁa
fendillerez;fɑ̃.di.jə.ʁe
fendilleriez;fɑ̃.di.jə.ʁje
fendillerions;fɑ̃.di.jə.ʁjɔ̃
fendillerons;fɑ̃.di.jə.ʁɔ̃
fendilleront;fɑ̃.di.jə.ʁɔ̃
fendilles;fɑ̃.dij
fendillez;fɑ̃.di.je
fendilliez;fɑ̃.di.je
fendillions;fɑ̃.di.jɔ̃
fendillons;fɑ̃.di.jɔ̃
fendions;fɑ̃.djɔ̃
fendirent;fɑ̃.diʁ
fendis;fɑ̃.di
fendisse;fɑ̃.dis
fendissent;fɑ̃.dis
fendisses;fɑ̃.dis
fendissiez;fɑ̃.di.sje
fendissions;fɑ̃.di.sjɔ̃
fendit;fɑ̃.di
fendoir;fɑ̃.dwaʁ
fendoirs;fɑ̃.dwaʁ
fendons;fɑ̃.dɔ̃
fendra;fɑ̃.dʁa
fendrai;fɑ̃.dʁe
fendraient;fɑ̃.dʁɛ
fendrais;fɑ̃.dʁɛ
fendrait;fɑ̃.dʁɛ
fendras;fɑ̃.dʁa
fendre;fɑ̃dʁ
fendrez;fɑ̃.dʁe
fendriez;fɑ̃.dʁi.je
fendrions;fɑ̃.dʁi.jɔ̃
fendrons;fɑ̃.dʁɔ̃
fendront;fɑ̃.dʁɔ̃
fends;fɑ̃
fendu;fɑ̃.dy
fendue;fɑ̃.dy
fendues;fɑ̃.dy
fendule;fɑ̃.dyl
fendus;fɑ̃.dy
fener;fə.ne
fenestrâmes;fə.nɛs.tʁam
fenestrât;fə.nɛs.tʁa
fenestrâtes;fə.nɛs.tʁat
fenestrèrent;fə.nɛs.tʁɛʁ
fenestré;fə.nɛs.tʁe
fenestrée;fə.nɛs.tʁe
fenestrées;fə.nɛs.tʁe
fenestrés;fə.nɛs.tʁe
fenestra;fə.nɛs.tʁa
fenestrae;fa.sja
fenestrage;fə.nɛs.tʁaʒ
fenestrages;fə.nɛs.tʁaʒ
fenestrai;fə.nɛs.tʁe
fenestraient;fə.nɛs.tʁɛ
fenestrais;fə.nɛs.tʁɛ
fenestrait;fə.nɛs.tʁɛ
fenestram;ɛ̃.su.miz
fenestrant;fə.nɛs.tʁɑ̃
fenestrarum;fa.sja
fenestras;fə.nɛs.tʁa
fenestrasse;fə.nɛs.tʁas
fenestrassent;fə.nɛs.tʁas
fenestrasses;fə.nɛs.tʁas
fenestrassiez;fə.nɛs.tʁa.sje
fenestrassions;fə.nɛs.tʁa.sjɔ̃
fenestre;fə.nɛstʁ
fenestrent;fə.nɛstʁ
fenestrer;fə.nɛs.tʁe
fenestrera;fə.nɛs.tʁə.ʁa
fenestrerai;fə.nɛs.tʁə.ʁe
fenestreraient;fə.nɛs.tʁə.ʁɛ
fenestrerais;fə.nɛs.tʁə.ʁɛ
fenestrerait;fə.nɛs.tʁə.ʁɛ
fenestreras;fə.nɛs.tʁə.ʁa
fenestrerez;fə.nɛs.tʁə.ʁe
fenestreriez;fə.nɛs.tʁə.ʁje
fenestrerions;fə.nɛs.tʁə.ʁjɔ̃
fenestrerons;fə.nɛs.tʁə.ʁɔ̃
fenestreront;fə.nɛs.tʁə.ʁɔ̃
fenestres;fə.nɛstʁ
fenestrez;fə.nɛs.tʁe
fenestriez;fə.nɛs.tʁi.je
fenestrions;fə.nɛs.tʁi.jɔ̃
fenestris;fa.sja
fenestro;fa.ʁo
fenestron;fə.nɛs.tʁɔ̃
fenestrons;fə.nɛs.tʁɔ̃
fenez;fə.ne
fenghuang;fɑ̃.ɡu.ɑ̃
fenière;fə.njɛʁ
feni;fa.ja
fenian;fe.njɑ̃
fenians;fə.njɑ̃
feniez;fə.nje
feniks;fɑ̃.ta.zi
fenikso;fa.si.na
fenil;fə.nil
fenilalanin;fa.ti.ma
fenils;fə.nil
fenions;fə.njɔ̃
fenixo;fa.ʁo
fennec;fe.nɛk
fennecs;fe.nɛk
feno;fa.ʁo
fenobarbitalo;ɛʁ.ɡo
fenofaza;fa.ti.ma
fenofibraat;fi.tɔ.faʁ.ma.sə.tik
fenofibrat;fi.tɔ.faʁ.ma.sə.tik
fenofibrate;fi.tɔ.faʁ.ma.sə.tik
fenofibrato;fi.tɔ.faʁ.ma.sə.tik
fenol;fɑ̃.ta.zi
fenolo;fa.ʁo
fenomeen;fɑ̃.ta.zi
fenomenale;ɛm.pe.de
fenomeno;fa.ʁo
fenomenologija;fa.ti.ma
fenomenologio;fa.ʁo
fenons;fə.nɔ̃
fenotipo;ɛʁ.ɡo
fenotte;fø.nɔt
fenottes;fø.nɔt
fenouil;fə.nuj
fenouillet;fə.nu.jɛ
fenouillets;fə.nu.je
fenouillette;fə.nu.jɛt
fenouillettes;fə.nu.jɛt
fente;fɑ̃t
fentes;fɑ̃t
fentoir;fɑ̃.twaʁ
fenton;fɑ̃.tɔ̃
fenugrec;fə.ny.ɡʁɛk
fenus;ɛ̃.ʁa.kɔ̃.tabl
feo;fa.si.na
fer;fɛʁ
ferae;fa.sja
ferai;fə.ʁe
feraient;fə.ʁɛ
ferais;fə.ʁɛ
ferait;fə.ʁɛ
feram;fa.sja
ferarum;fa.sja
feras;fə.ʁa
ferbérite;fɛʁ.be.ʁit
ferblanquier;fɛʁb.lɑ̃.kje
ferblanquiers;fɛʁb.lɑ̃.tje
ferblanterie;fɛʁb.lɑ̃t.ʁi
ferblanteries;fɛʁb.lɑ̃t.ʁi
ferblantière;fɛʁb.lɑ̃.tjɛʁ
ferblantier;fɛʁb.lɑ̃.tjɛ
ferblantiers;fɛʁb.lɑ̃.tje
ferez;fə.ʁe
ferfarderij;fɑ̃.ta.zi
feria;fe.ʁja
ferias;fe.ʁja
fericiankalij;fabl
fericiankalijev;fabl
ferida;fe.ʁja
feridura;fa.vɔ.ʁabl
ferie;fan
feriez;fə.ʁje
ferimento;fe.ʁja
ferio;fa.ʁo
ferions;fə.ʁjɔ̃
ferir;fe.ʁja
ferire;fam
feris;fa.sja
feriscia;ɛs
ferit;fa.ti.ma
ferita;fam
ferite;fɛʁ.di.nɑ̃d
feriti;fɛʁ.di.nɑ̃d
feritih;fɛʁ.di.nɑ̃d
feritom;fɛʁ.di.nɑ̃d
feritoma;fɛʁ.di.nɑ̃d
feritov;fɛʁ.di.nɑ̃d
feritu;fɛʁ.di.nɑ̃d
ferlâmes;fɛʁ.lam
ferlât;fɛʁ.la
ferlâtes;fɛʁ.lat
ferlèrent;fɛʁ.lɛʁ
ferlé;fɛʁ.le
ferlée;fɛʁ.le
ferlées;fɛʁ.le
ferlés;fɛʁ.le
ferla;fɛʁ.la
ferlai;fɛʁ.le
ferlaient;fɛʁ.lɛ
ferlais;fɛʁ.lɛ
ferlait;fɛʁ.lɛ
ferlant;fɛʁ.lɑ̃
ferlas;fɛʁ.la
ferlasse;fɛʁ.las
ferlassent;fɛʁ.las
ferlasses;fɛʁ.las
ferlassiez;fɛʁ.la.sje
ferlassions;fɛʁ.la.sjɔ̃
ferle;fɛʁl
ferlent;fɛʁl
ferler;fɛʁ.le
ferlera;fɛʁ.lə.ʁa
ferlerai;fɛʁ.lə.ʁe
ferleraient;fɛʁ.lə.ʁɛ
ferlerais;fɛʁ.lə.ʁɛ
ferlerait;fɛʁ.lə.ʁɛ
ferleras;fɛʁ.lə.ʁa
ferlerez;fɛʁ.lə.ʁe
ferleriez;fɛʁ.lə.ʁje
ferlerions;fɛʁ.lə.ʁjɔ̃
ferlerons;fɛʁ.lə.ʁɔ̃
ferleront;fɛʁ.lə.ʁɔ̃
ferles;fɛʁl
ferlet;fɑ̃.dwaʁ
ferlez;fɛʁ.le
ferliez;fɛʁ.lje
ferlions;fɛʁ.ljɔ̃
ferlons;fɛʁ.lɔ̃
fermâmes;fɛʁ.mam
fermât;fɛʁ.ma
fermâtes;fɛʁ.mat
fermèrent;fɛʁ.mɛʁ
fermé;fɛʁ.me
fermée;fɛʁ.me
fermées;fɛʁ.me
fermés;fɛʁ.me
ferma;fɛʁ.ma
fermable;fɛʁ.mabl
fermage;fɛʁ.maʒ
fermages;fɛʁ.maʒ
fermai;fɛʁ.me
fermaient;fɛʁ.mɛ
fermail;feʁ.maj
fermaillé;fɛʁ.ma.je
fermais;fɛʁ.mɛ
fermait;fɛʁ.mɛ
ferman;fə.nɛs.tʁe
fermans;fɛʁ.mɑ̃
fermant;fɛʁ.mɑ̃
fermantesi;fa.si.li.tɑ̃
fermants;fɛʁ.mɑ̃
fermare;fam
fermarsi;fam
fermas;fɛʁ.ma
fermasse;fɛʁ.mas
fermassent;fɛʁ.mas
fermasses;fɛʁ.mas
fermassiez;fɛʁ.ma.sje
fermassions;fɛʁ.ma.sjɔ̃
fermata;fam
fermate;fɛʁ.mat
fermates;fɛʁ.mat
fermaux;feʁ.mo
ferme;fɛʁm
fermement;fɛʁ.mə.mɑ̃
fermens;fɛʁmɑ̃
fermentâmes;fɛʁ.mɑ̃.tam
fermentât;fɛʁ.mɑ̃.ta
fermentâtes;fɛʁ.mɑ̃.tat
fermentèrent;fɛʁ.mɑ̃.tɛʁ
fermenté;fɛʁ.mɑ̃.te
fermentée;fɛʁ.mɑ̃.te
fermentées;fɛʁ.mɑ̃.te
fermentés;fɛʁ.mɑ̃.te
ferment;fɛʁ.mɑ̃
fermenta;fɛʁ.mɑ̃.ta
fermentable;fɛʁ.mɑ̃.tabl
fermentacar;fɛʁ.ma
fermentacij;fɛʁ.di.nɑ̃d
fermentacija;fa.ti.ma
fermentacijah;fɛʁ.di.nɑ̃d
fermentacijam;fɛʁ.di.nɑ̃d
fermentacijama;fɛʁ.di.nɑ̃d
fermentacijami;fɛʁ.di.nɑ̃d
fermentacije;fɛʁ.di.nɑ̃d
fermentaciji;fɛʁ.di.nɑ̃d
fermentacijo;fɛʁ.di.nɑ̃d
fermentai;fɛʁ.mɑ̃.te
fermentaient;fɛʁ.mɑ̃.tɛ
fermentaire;fɛʁ.mɑ̃.tɛʁ
fermentais;fɛʁ.mɑ̃.tɛ
fermentait;fɛʁ.mɑ̃.tɛ
fermentant;fɛʁ.mɑ̃.tɑ̃
fermentants;fɛʁ.mɑ̃.tɑ̃
fermentas;fɛʁ.mɑ̃.ta
fermentasse;fɛʁ.mɑ̃.tas
fermentassent;fɛʁ.mɑ̃.tas
fermentasses;fɛʁ.mɑ̃.tas
fermentassiez;fɛʁ.mɑ̃.ta.sje
fermentassions;fɛʁ.mɑ̃.ta.sjɔ̃
fermentatif;fɛʁ.mɑ̃.ta.tif
fermentation;fɛʁ.mɑ̃.ta.sjɔ̃
fermentations;fɛʁ.mɑ̃.ta.sjɔ̃
fermente;fɛʁ.mɑ̃t
fermentent;fɛʁ.mɑ̃t
fermenter;fɛʁ.mɑ̃.te
fermentera;fɛʁ.mɑ̃.tə.ʁa
fermenterai;fɛʁ.mɑ̃.tə.ʁe
fermenteraient;fɛʁ.mɑ̃.tə.ʁɛ
fermenterais;fɛʁ.mɑ̃.tə.ʁɛ
fermenterait;fɛʁ.mɑ̃.tə.ʁɛ
fermenteras;fɛʁ.mɑ̃.tə.ʁa
fermenterez;fɛʁ.mɑ̃.tə.ʁe
fermenteriez;fɛʁ.mɑ̃.tə.ʁje
fermenterions;fɛʁ.mɑ̃.tə.ʁjɔ̃
fermenterons;fɛʁ.mɑ̃.tə.ʁɔ̃
fermenteront;fɛʁ.mɑ̃.tə.ʁɔ̃
fermentes;fɛʁ.mɑ̃t
fermentescere;fɛʁ.mɑ̃.tɛ.si.bi.li.te
fermentescibilité;fɛʁ.mɑ̃.tɛ.si.bi.li.te
fermentescible;fɛʁ.mɑ̃.tɛ.sibl
fermentescibles;fɛʁ.mɑ̃.tɛ.sibl
fermentez;fɛʁ.mɑ̃.te
fermentiez;fɛʁ.mɑ̃.tje
fermentions;fɛʁ.mɑ̃.tjɔ̃
fermentis;fɔ.nɔ̃
fermentons;fɛʁ.mɑ̃.tɔ̃
ferments;fɛʁ.mɑ̃
fermer;fɛʁ.me
fermera;fɛʁ.mə.ʁa
fermerai;fɛʁ.mə.ʁe
fermeraient;fɛʁ.mə.ʁɛ
fermerais;fɛʁ.mə.ʁɛ
fermerait;fɛʁ.mə.ʁɛ
fermeras;fɛʁ.mə.ʁa
fermerez;fɛʁ.mə.ʁe
fermeriez;fɛʁ.mə.ʁje
fermerions;fɛʁ.mə.ʁjɔ̃
fermerons;fɛʁ.mə.ʁɔ̃
fermeront;fɛʁ.mə.ʁɔ̃
fermes;fɛʁm
fermeté;fɛʁ.mə.te
fermetés;fɛʁ.mə.te
fermette;fɛʁ.mɛt
fermeture;fɛʁ.mə.tyʁ
fermetures;fɛʁ.mə.tyʁ
fermez;fɛʁ.me
fermière;fɛʁ.mjɛʁ
fermières;fɛʁ.mjɛʁ
fermi;fɛʁ.mi
fermier;fɛʁ.mje
fermiers;fɛʁ.mje
fermiez;fɛʁ.mje
fermij;fa.ti.ma
fermija;fɛʁ.di.nɑ̃d
fermijem;fɛʁ.di.nɑ̃d
fermiju;fɛʁ.di.nɑ̃d
fermion;fɛʁ.mjɔ̃
fermiona;fɛʁ.di.nɑ̃d
fermione;fɛʁ.di.nɑ̃d
fermioni;fɛʁ.di.nɑ̃d
fermionih;fɛʁ.di.nɑ̃d
fermionique;fɛʁ.mjɔ.nik
fermionom;fɛʁ.di.nɑ̃d
fermionoma;fɛʁ.di.nɑ̃d
fermionov;fɛʁ.di.nɑ̃d
fermions;fɛʁ.mjɔ̃
fermionu;fɛʁ.di.nɑ̃d
fermis;fɛʁ.mi
fermium;fɛʁ.mjɔm
fermoir;fɛʁ.mwaʁ
fermoirs;fɛʁ.mwaʁ
fermons;fɛʁ.mɔ̃
feroit;fə.ʁwɛ
ferons;fə.ʁɔ̃
feront;fə.ʁɔ̃
ferrâmes;fɛ.ʁam
ferrât;fɛ.ʁa
ferrâtes;fɛ.ʁat
ferrèrent;fɛ.ʁɛʁ
ferré;fɛ.ʁe
ferrée;fɛ.ʁe
ferrées;fɛ.ʁe
ferrés;fɛ.ʁe
ferra;fɛ.ʁa
ferrage;fɛ.ʁaʒ
ferrages;fɛ.ʁaʒ
ferrai;fɛ.ʁe
ferraient;fɛ.ʁɛ
ferraillâmes;fɛ.ʁa.jam
ferraillât;fɛ.ʁa.ja
ferraillâtes;fɛ.ʁa.jat
ferraillèrent;fɛ.ʁa.jɛʁ
ferraillé;fɛ.ʁa.je
ferrailla;fɛ.ʁa.ja
