Nàcher;ɛ.ɡɥi.jɔ.ɲe
nanometrojn;nø.ʁɔ.psi.kɔ.faʁ.ma.kɔ.lɔ.ʒi
nanometron;nø.ʁɔ.psi.kɔ.faʁ.ma.kɔ.lɔ.ʒi
nanomole;na.nɔ.mɔl
nanomoles;na.nɔ.mɔl
nanomoloj;nio.ly
nanomolojn;nio.ly
nanomolon;nio.ly
nanomonde;na.nɔ.mɔ̃d
nanomoteur;na.nɔ.mɔ.tœʁ
nanomoteurs;na.nɔ.mɔ.tœʁ
nanon;nio.ly
nanonewton;na.nɔ.nju.tɔn
nanonewtons;na.nɔ.nju.tɔn
nanoohm;na.nɔ.om
nanoohms;na.nɔ.om
nanoomoj;nio.ly
nanoomojn;nio.ly
nanoomon;nio.ly
nanoparticulaire;na.no.paʁ.ti.ky.lɛʁ
nanoparticulaires;na.no.paʁ.ti.ky.lɛʁ
nanoparticule;na.no.paʁ.ti.kyl
nanoparticules;na.nɔ.paʁ.ti.kyl
nanopascal;na.no.pas.kal
nanopascals;na.nɔ.pas.kal
nanophotonique;na.no.fɔ.tɔ.nik
nanoporeuse;na.no.pɔ.ʁøz
nanoporeuses;na.no.pɔ.ʁøz
nanoporeux;na.no.pɔ.ʁø
nanoprocesseurs;na.nɔp.ʁɔ.sɛ.sœʁ
nanopuce;na.nɔ.pys
nanoradian;na.no.ʁa.djɑ̃
nanoradians;na.no.ʁa.djɑ̃
nanoreactors;nim
nanoruban;na.nɔ.ʁy.bɑ̃
nanorubans;na.nɔ.ʁy.bɑ̃
nanorum;njaf
nanos;njaf
nanoscience;na.no.sjɑ̃s
nanosciences;na.no.sjɑ̃s
nanoscopie;na.no.s.kɔ.pi
nanoscopies;na.no.s.kɔ.pi
nanoscopique;na.no.s.kɔ.pik
nanoseconde;na.nɔ.sə.ɡɔ̃d
nanosecondes;na.nɔ.sə.ɡɔ̃d
nanosiemens;na.nɔ.si.mɛns
nanosievert;na.no.si.vɛʁt
nanosieverts;na.no.si.vɛʁt
nanosized;na.nɔ.ɛ.mɑ̃
nanostéradian;na.no.ste.ʁa.djɑ̃
nanostéradians;na.nɔ.ste.ʁa.djɑ̃
nanostructure;na.no.stʁyk.tyʁ
nanostructures;na.no.stʁyk.tyʁ
nanostruttura;nɛ.ʁy
nanostrutturare;nɛ.ʁy
nanostrutturata;nɛ.ʁy
nanostrutturate;nɛ.ʁy
nanostrutturati;nɛ.ʁy
nanostrutturato;nɛ.ʁy
nanostrutturazione;nɛ.ʁy
nanostrutturazioni;nɛ.ʁy
nanostrutture;nɛ.ʁy
nanotechnologie;na.nɔ.tɛk.nɔ.lɔ.ʒi
nanotechnologies;na.nɔ.tɛk.nɔ.lɔ.ʒi
nanotechnologique;na.no.tɛk.nɔ.lɔ.ʒik
nanotechnologisâmes;na.no.tɛk.nɔ.lɔ.ʒi.zam
nanotechnologisât;na.no.tɛk.nɔ.lɔ.ʒi.za
nanotechnologisâtes;na.no.tɛk.nɔ.lɔ.ʒi.zat
nanotechnologisèrent;na.no.tɛk.nɔ.lɔ.ʒi.zɛʁ
nanotechnologisé;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisée;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisées;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisés;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisa;na.no.tɛk.nɔ.lɔ.ʒi.za
nanotechnologisai;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisaient;na.no.tɛk.nɔ.lɔ.ʒi.zɛ
nanotechnologisais;na.no.tɛk.nɔ.lɔ.ʒi.zɛ
nanotechnologisait;na.no.tɛk.nɔ.lɔ.ʒi.zɛ
nanotechnologisant;na.no.tɛk.nɔ.lɔ.ʒi.zɑ̃
nanotechnologisas;na.no.tɛk.nɔ.lɔ.ʒi.za
nanotechnologisasse;na.no.tɛk.nɔ.lɔ.ʒi.zas
nanotechnologisassent;na.no.tɛk.nɔ.lɔ.ʒi.zas
nanotechnologisasses;na.no.tɛk.nɔ.lɔ.ʒi.zas
nanotechnologisassiez;na.no.tɛk.nɔ.lɔ.ʒi.za.sje
nanotechnologisassions;na.no.tɛk.nɔ.lɔ.ʒi.za.sjɔ̃
nanotechnologise;na.no.tɛk.nɔ.lɔ.ʒiz
nanotechnologisent;na.no.tɛk.nɔ.lɔ.ʒiz
nanotechnologiser;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisera;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁa
nanotechnologiserai;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁe
nanotechnologiseraient;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁɛ
nanotechnologiserais;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁɛ
nanotechnologiserait;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁɛ
nanotechnologiseras;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁa
nanotechnologiserez;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁe
nanotechnologiseriez;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁje
nanotechnologiserions;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁjɔ̃
nanotechnologiserons;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁɔ̃
nanotechnologiseront;na.no.tɛk.nɔ.lɔ.ʒi.zə.ʁɔ̃
nanotechnologises;na.no.tɛk.nɔ.lɔ.ʒiz
nanotechnologisez;na.no.tɛk.nɔ.lɔ.ʒi.ze
nanotechnologisiez;na.no.tɛk.nɔ.lɔ.ʒi.zje
nanotechnologisions;na.no.tɛk.nɔ.lɔ.ʒi.zjɔ̃
nanotechnologisons;na.no.tɛk.nɔ.lɔ.ʒi.zɔ̃
nanotesla;na.no.tɛs.la
nanoteslas;na.nɔ.tɛs.la
nanothermomètre;na.nɔ.tɛʁ.mɔ.mɛtʁ
nanothermomètres;na.nɔ.tɛʁ.mɔ.mɛtʁ
nanotransistors;na.nɔ.tʁɑ̃.zis.tɔʁ
nanotunnel;na.nɔ.ty.nɛl
nanovatoj;nio.ly
nanovatojn;nio.ly
nanovaton;nio.ly
nanovolt;na.no.vɔlt
nanovoltoj;nio.ly
nanovoltojn;nio.ly
nanovolton;nio.ly
nanovolts;na.no.vɔlt
nanowatt;na.no.wat
nanowatts;na.nɔ.wat
nanoweber;na.no.ve.bɛʁ
nanowebers;na.nɔ.ve.bɛʁ
nanowires;ɛ̃.tʁɔ̃
nanquinet;nɑ̃.ki.nɛ
nanquinette;nɑ̃.ki.nɛt
nansouk;nɑ̃.suk
nansouks;nɑ̃.zuk
nantîmes;nɑ̃.tim
nantît;nɑ̃.ti
nantîtes;nɑ̃.tit
nantais;nɑ̃.tɛ
nantaise;nɑ̃.tɛz
nantaises;nɑ̃.tɛz
nanti;nɑ̃.ti
nantie;nɑ̃.ti
nanties;nɑ̃.ti
nantir;nɑ̃.tiʁ
nantira;nɑ̃.ti.ʁa
nantirai;nɑ̃.ti.ʁe
nantiraient;nɑ̃.ti.ʁɛ
nantirais;nɑ̃.ti.ʁɛ
nantirait;nɑ̃.ti.ʁɛ
nantiras;nɑ̃.ti.ʁa
nantirent;nɑ̃.tiʁ
nantirez;nɑ̃.ti.ʁe
nantiriez;nɑ̃.ti.ʁje
nantirions;nɑ̃.ti.ʁjɔ̃
nantirons;nɑ̃.ti.ʁɔ̃
nantiront;nɑ̃.ti.ʁɔ̃
nantis;nɑ̃.ti
nantissaient;nɑ̃.ti.sɛ
nantissais;nɑ̃.ti.sɛ
nantissait;nɑ̃.ti.sɛ
nantissant;nɑ̃.ti.sɑ̃
nantisse;nɑ̃.tis
nantissement;nɑ̃.tis.mɑ̃
nantissements;nɑ̃.tis.mɑ̃
nantissent;nɑ̃.tis
nantisses;nɑ̃.tis
nantisseur;nɑ̃.ti.sœʁ
nantisseurs;nɑ̃.ti.sœʁ
nantissez;nɑ̃.ti.se
nantissiez;nɑ̃.ti.sje
nantissions;nɑ̃.ti.sjɔ̃
nantissons;nɑ̃.ti.sɔ̃
nantit;nɑ̃.ti
nanum;njaf
nanzouk;nɑ̃.zuk
nanzouks;nɑ̃.zuk
naos;na.os
naouak;na.wak
napée;na.pe
napalmâmes;na.pal.mam
napalmât;na.pal.ma
napalmâtes;na.pal.mat
napalmèrent;na.pal.mɛʁ
napalmé;na.pal.me
napalmée;na.pal.me
napalmées;na.pal.me
napalmés;na.pal.me
napalm;na.palm
napalma;na.pal.ma
napalmai;na.pal.me
napalmaient;na.pal.mɛ
napalmais;na.pal.mɛ
napalmait;na.pal.mɛ
napalmant;na.pal.mɑ̃
napalmas;na.pal.ma
napalmasse;na.pal.mas
napalmassent;na.pal.mas
napalmasses;na.pal.mas
napalmassiez;na.pal.ma.sje
napalmassions;na.pal.ma.sjɔ̃
napalme;na.palm
napalment;na.palm
napalmer;na.pal.me
napalmera;na.pal.mə.ʁa
napalmerai;na.pal.mə.ʁe
napalmeraient;na.pal.mə.ʁɛ
napalmerais;na.pal.mə.ʁɛ
napalmerait;na.pal.mə.ʁɛ
napalmeras;na.pal.mə.ʁa
napalmerez;na.pal.mə.ʁe
napalmeriez;na.pal.mə.ʁje
napalmerions;na.pal.mə.ʁjɔ̃
napalmerons;na.pal.mə.ʁɔ̃
napalmeront;na.pal.mə.ʁɔ̃
napalmes;na.palm
napalmez;na.pal.me
napalmiez;na.pal.mje
napalmions;na.pal.mjɔ̃
napalmisâmes;na.pal.mi.zam
napalmisât;na.pal.mi.za
napalmisâtes;na.pal.mi.zat
napalmisèrent;na.pal.mi.zɛʁ
napalmisé;na.pal.mi.ze
napalmisée;na.pal.mi.ze
napalmisées;na.pal.mi.ze
napalmisés;na.pal.mi.ze
napalmisa;na.pal.mi.za
napalmisai;na.pal.mi.ze
napalmisaient;na.pal.mi.zɛ
napalmisais;na.pal.mi.zɛ
napalmisait;na.pal.mi.zɛ
napalmisant;na.pal.mi.zɑ̃
napalmisas;na.pal.mi.za
napalmisasse;na.pal.mi.zas
napalmisassent;na.pal.mi.zas
napalmisasses;na.pal.mi.zas
napalmisassiez;na.pal.mi.za.sje
napalmisassions;na.pal.mi.za.sjɔ̃
napalmise;na.pal.miz
napalmisent;na.pal.miz
napalmiser;na.pal.mi.ze
napalmisera;na.pal.mi.zə.ʁa
napalmiserai;na.pal.mi.zə.ʁe
napalmiseraient;na.pal.mi.zə.ʁɛ
napalmiserais;na.pal.mi.zə.ʁɛ
napalmiserait;na.pal.mi.zə.ʁɛ
napalmiseras;na.pal.mi.zə.ʁa
napalmiserez;na.pal.mi.zə.ʁe
napalmiseriez;na.pal.mi.zə.ʁje
napalmiserions;na.pal.mi.zə.ʁjɔ̃
napalmiserons;na.pal.mi.zə.ʁɔ̃
napalmiseront;na.pal.mi.zə.ʁɔ̃
napalmises;na.pal.miz
napalmisez;na.pal.mi.ze
napalmisiez;na.pal.mi.zje
napalmisions;na.pal.mi.zjɔ̃
napalmisons;na.pal.mi.zɔ̃
napalmons;na.pal.mɔ̃
naphtène;naf.tɛn
naphtéine;naf.te.in
naphtagil;naf.ta.ʒil
naphtalène;naf.ta.lɛn
naphtalénique;na.fta.lɛn.ik
naphtalinâmes;naf.ta.li.nam
naphtalinât;naf.ta.li.na
naphtalinâtes;naf.ta.li.nat
naphtalinèrent;naf.ta.li.nɛʁ
naphtaliné;naf.ta.li.ne
naphtalinée;naf.ta.li.ne
naphtalinées;naf.ta.li.ne
naphtalinés;naf.ta.li.ne
naphtalina;naf.ta.li.na
naphtalinai;naf.ta.li.ne
naphtalinaient;naf.ta.li.nɛ
naphtalinais;naf.ta.li.nɛ
naphtalinait;naf.ta.li.nɛ
naphtalinant;naf.ta.li.nɑ̃
naphtalinas;naf.ta.li.na
naphtalinasse;naf.ta.li.nas
naphtalinassent;naf.ta.li.nas
naphtalinasses;naf.ta.li.nas
naphtalinassiez;naf.ta.li.na.sje
naphtalinassions;naf.ta.li.na.sjɔ̃
naphtaline;naf.ta.lin
naphtalinent;naf.ta.lin
naphtaliner;naf.ta.li.ne
naphtalinera;naf.ta.li.nə.ʁa
naphtalinerai;naf.ta.li.nə.ʁe
naphtalineraient;naf.ta.li.nə.ʁɛ
naphtalinerais;naf.ta.li.nə.ʁɛ
naphtalinerait;naf.ta.li.nə.ʁɛ
naphtalineras;naf.ta.li.nə.ʁa
naphtalinerez;naf.ta.li.nə.ʁe
naphtalineriez;naf.ta.li.nə.ʁje
naphtalinerions;naf.ta.li.nə.ʁjɔ̃
naphtalinerons;naf.ta.li.nə.ʁɔ̃
naphtalineront;naf.ta.li.nə.ʁɔ̃
naphtalines;naf.ta.lin
naphtalinez;naf.ta.li.ne
naphtaliniez;naf.ta.li.nje
naphtalinions;naf.ta.li.njɔ̃
naphtalinons;naf.ta.li.nɔ̃
naphte;naft
naphthe;naft
naphtylique;naf.ti.lik
naphtyliques;naf.ti.lik
napiforme;na.pi.fɔʁm
napiformes;na.pi.fɔʁm
napiste;na.pist
napkin;nap.kin
napoléon;na.pɔ.le.ɔ̃
napoléone;na.pɔ.le.on
napoléonien;na.pɔ.le.ɔ.njɛ̃
napoléonienne;na.pɔ.le.ɔ.njɛn
napoléoniennes;na.pɔ.le.ɔ.njɛn
napoléoniens;na.pɔ.le.ɔ.njɛ̃
napoléonisâmes;na.pɔ.le.ɔ.ni.zam
napoléonisât;na.pɔ.le.ɔ.ni.za
napoléonisâtes;na.pɔ.le.ɔ.ni.zat
napoléonisèrent;na.pɔ.le.ɔ.ni.zɛʁ
napoléonisé;na.pɔ.le.ɔ.ni.ze
napoléonisée;na.pɔ.le.ɔ.ni.ze
napoléonisées;na.pɔ.le.ɔ.ni.ze
napoléonisés;na.pɔ.le.ɔ.ni.ze
napoléonisa;na.pɔ.le.ɔ.ni.za
napoléonisai;na.pɔ.le.ɔ.ni.ze
napoléonisaient;na.pɔ.le.ɔ.ni.zɛ
napoléonisais;na.pɔ.le.ɔ.ni.zɛ
napoléonisait;na.pɔ.le.ɔ.ni.zɛ
napoléonisant;na.pɔ.le.ɔ.ni.zɑ̃
napoléonisas;na.pɔ.le.ɔ.ni.za
napoléonisasse;na.pɔ.le.ɔ.ni.zas
napoléonisassent;na.pɔ.le.ɔ.ni.zas
napoléonisasses;na.pɔ.le.ɔ.ni.zas
napoléonisassiez;na.pɔ.le.ɔ.ni.za.sje
napoléonisassions;na.pɔ.le.ɔ.ni.za.sjɔ̃
napoléonise;na.pɔ.le.ɔ.niz
napoléonisent;na.pɔ.le.ɔ.niz
napoléoniser;na.pɔ.le.ɔ.ni.ze
napoléonisera;na.pɔ.le.ɔ.ni.zə.ʁa
napoléoniserai;na.pɔ.le.ɔ.ni.zə.ʁe
napoléoniseraient;na.pɔ.le.ɔ.ni.zə.ʁɛ
napoléoniserais;na.pɔ.le.ɔ.ni.zə.ʁɛ
napoléoniserait;na.pɔ.le.ɔ.ni.zə.ʁɛ
napoléoniseras;na.pɔ.le.ɔ.ni.zə.ʁa
napoléoniserez;na.pɔ.le.ɔ.ni.zə.ʁe
napoléoniseriez;na.pɔ.le.ɔ.ni.zə.ʁje
napoléoniserions;na.pɔ.le.ɔ.ni.zə.ʁjɔ̃
napoléoniserons;na.pɔ.le.ɔ.ni.zə.ʁɔ̃
napoléoniseront;na.pɔ.le.ɔ.ni.zə.ʁɔ̃
napoléonises;na.pɔ.le.ɔ.niz
napoléonisez;na.pɔ.le.ɔ.ni.ze
napoléonisiez;na.pɔ.le.ɔ.ni.zje
napoléonisions;na.pɔ.le.ɔ.ni.zjɔ̃
napoléonisme;na.pɔ.le.o.nism
napoléonisons;na.pɔ.le.ɔ.ni.zɔ̃
napoléonite;na.pɔ.le.o.nit
napoléons;na.pɔ.le.ɔ̃
napoleonskake;ɛs.ko
napolitain;na.pɔ.li.tɛ̃
napolitaine;na.pɔ.li.tɛn
napolitaines;na.pɔ.li.tɛn
napolitains;na.pɔ.li.tɛ̃
napolitanisâmes;na.pɔ.li.ta.ni.zam
napolitanisât;na.pɔ.li.ta.ni.za
napolitanisâtes;na.pɔ.li.ta.ni.zat
napolitanisèrent;na.pɔ.li.ta.ni.zɛʁ
napolitanisé;na.pɔ.li.ta.ni.ze
napolitanisée;na.pɔ.li.ta.ni.ze
napolitanisées;na.pɔ.li.ta.ni.ze
napolitanisés;na.pɔ.li.ta.ni.ze
napolitanisa;na.pɔ.li.ta.ni.za
napolitanisai;na.pɔ.li.ta.ni.ze
napolitanisaient;na.pɔ.li.ta.ni.zɛ
napolitanisais;na.pɔ.li.ta.ni.zɛ
napolitanisait;na.pɔ.li.ta.ni.zɛ
napolitanisant;na.pɔ.li.ta.ni.zɑ̃
napolitanisas;na.pɔ.li.ta.ni.za
napolitanisasse;na.pɔ.li.ta.ni.zas
napolitanisassent;na.pɔ.li.ta.ni.zas
napolitanisasses;na.pɔ.li.ta.ni.zas
napolitanisassiez;na.pɔ.li.ta.ni.za.sje
napolitanisassions;na.pɔ.li.ta.ni.za.sjɔ̃
napolitanise;na.pɔ.li.ta.niz
napolitanisent;na.pɔ.li.ta.niz
napolitaniser;na.pɔ.li.ta.ni.ze
napolitanisera;na.pɔ.li.ta.ni.zə.ʁa
napolitaniserai;na.pɔ.li.ta.ni.zə.ʁe
napolitaniseraient;na.pɔ.li.ta.ni.zə.ʁɛ
napolitaniserais;na.pɔ.li.ta.ni.zə.ʁɛ
napolitaniserait;na.pɔ.li.ta.ni.zə.ʁɛ
napolitaniseras;na.pɔ.li.ta.ni.zə.ʁa
napolitaniserez;na.pɔ.li.ta.ni.zə.ʁe
napolitaniseriez;na.pɔ.li.ta.ni.zə.ʁje
napolitaniserions;na.pɔ.li.ta.ni.zə.ʁjɔ̃
napolitaniserons;na.pɔ.li.ta.ni.zə.ʁɔ̃
napolitaniseront;na.pɔ.li.ta.ni.zə.ʁɔ̃
napolitanises;na.pɔ.li.ta.niz
napolitanisez;na.pɔ.li.ta.ni.ze
napolitanisiez;na.pɔ.li.ta.ni.zje
napolitanisions;na.pɔ.li.ta.ni.zjɔ̃
napolitanisons;na.pɔ.li.ta.ni.zɔ̃
nappâmes;na.pam
nappât;na.pa
nappâtes;na.pat
nappèrent;na.pɛʁ
nappé;na.pe
nappée;na.pe
nappées;na.pe
nappés;na.pe
napp;nak
nappa;na.pa
nappage;na.paʒ
nappages;na.pi.fɔʁm
nappai;na.pe
nappaient;na.pɛ
nappais;na.pɛ
nappait;na.pɛ
nappant;na.pɑ̃
nappas;na.pa
nappasse;na.pas
nappassent;na.pas
nappasses;na.pas
nappassiez;na.pa.sje
nappassions;na.pa.sjɔ̃
nappe;nap
nappent;nap
napper;na.pe
nappera;na.pə.ʁa
napperai;na.pə.ʁe
napperaient;na.pə.ʁɛ
napperais;na.pə.ʁɛ
napperait;na.pə.ʁɛ
napperas;na.pə.ʁa
napperez;na.pə.ʁe
napperiez;na.pə.ʁje
napperions;na.pə.ʁjɔ̃
napperonâmes;nap.ʁɔ.nam
napperonât;nap.ʁɔ.na
napperonâtes;nap.ʁɔ.nat
napperonèrent;nap.ʁɔ.nɛʁ
napperoné;nap.ʁɔ.ne
napperonée;nap.ʁɔ.ne
napperonées;nap.ʁɔ.ne
napperonés;nap.ʁɔ.ne
napperon;nap.ʁɔ̃
napperona;nap.ʁɔ.na
napperonai;nap.ʁɔ.ne
napperonaient;nap.ʁɔ.nɛ
napperonais;nap.ʁɔ.nɛ
napperonait;nap.ʁɔ.nɛ
napperonant;nap.ʁɔ.nɑ̃
napperonas;nap.ʁɔ.na
napperonasse;nap.ʁɔ.nas
napperonassent;nap.ʁɔ.nas
napperonasses;nap.ʁɔ.nas
napperonassiez;nap.ʁɔ.na.sje
napperonassions;nap.ʁɔ.na.sjɔ̃
napperone;nap.ʁɔn
napperonent;nap.ʁɔn
napperoner;nap.ʁɔ.ne
napperonera;nap.ʁɔ.nə.ʁa
napperonerai;nap.ʁɔ.nə.ʁe
napperoneraient;nap.ʁɔ.nə.ʁɛ
napperonerais;nap.ʁɔ.nə.ʁɛ
napperonerait;nap.ʁɔ.nə.ʁɛ
napperoneras;nap.ʁɔ.nə.ʁa
napperonerez;nap.ʁɔ.nə.ʁe
napperoneriez;nap.ʁɔ.nə.ʁje
napperonerions;nap.ʁɔ.nə.ʁjɔ̃
napperonerons;nap.ʁɔ.nə.ʁɔ̃
napperoneront;nap.ʁɔ.nə.ʁɔ̃
napperones;nap.ʁɔn
napperonez;nap.ʁɔ.ne
napperoniez;nap.ʁɔ.nje
napperonions;nap.ʁɔ.njɔ̃
napperonnâmes;nap.ʁɔ.nam
napperonnât;nap.ʁɔ.na
napperonnâtes;nap.ʁɔ.nat
napperonnèrent;nap.ʁɔ.nɛʁ
napperonné;nap.ʁɔ.ne
napperonnée;nap.ʁɔ.ne
napperonnées;nap.ʁɔ.ne
napperonnés;nap.ʁɔ.ne
napperonna;nap.ʁɔ.na
napperonnai;nap.ʁɔ.ne
napperonnaient;nap.ʁɔ.nɛ
napperonnais;nap.ʁɔ.nɛ
napperonnait;nap.ʁɔ.nɛ
napperonnant;nap.ʁɔ.nɑ̃
napperonnas;nap.ʁɔ.na
napperonnasse;nap.ʁɔ.nas
napperonnassent;nap.ʁɔ.nas
napperonnasses;nap.ʁɔ.nas
napperonnassiez;nap.ʁɔ.na.sje
napperonnassions;nap.ʁɔ.na.sjɔ̃
napperonne;nap.ʁɔn
napperonnent;nap.ʁɔn
napperonner;nap.ʁɔ.ne
napperonnera;nap.ʁɔ.nə.ʁa
napperonnerai;nap.ʁɔ.nə.ʁe
napperonneraient;nap.ʁɔ.nə.ʁɛ
napperonnerais;nap.ʁɔ.nə.ʁɛ
napperonnerait;nap.ʁɔ.nə.ʁɛ
napperonneras;nap.ʁɔ.nə.ʁa
napperonnerez;nap.ʁɔ.nə.ʁe
napperonneriez;nap.ʁɔ.nə.ʁje
napperonnerions;nap.ʁɔ.nə.ʁjɔ̃
napperonnerons;nap.ʁɔ.nə.ʁɔ̃
napperonneront;nap.ʁɔ.nə.ʁɔ̃
napperonnes;nap.ʁɔn
napperonnez;nap.ʁɔ.ne
napperonniez;nap.ʁɔ.nje
napperonnions;nap.ʁɔ.njɔ̃
napperonnons;nap.ʁɔ.nɔ̃
napperonons;nap.ʁɔ.nɔ̃
napperons;nap.ʁɔ̃
napperont;na.pə.ʁɔ̃
nappes;nap
nappez;na.pe
nappiez;na.pje
nappions;na.pjɔ̃
nappiste;na.pist
nappons;na.pɔ̃
nappy;ɛʁ.bi.vɔʁ
napsat;ɛ.njɛʁ
naptimes;ɛ̃.ʒɛk.tabl
naquète;na.kɛt
naquètent;na.kɛt
naquètera;na.kɛ.tə.ʁa
naquèterai;na.kɛ.tə.ʁe
naquèteraient;na.kɛ.tə.ʁɛ
naquèterais;na.kɛ.tə.ʁɛ
naquèterait;na.kɛ.tə.ʁɛ
naquèteras;na.kɛ.tə.ʁa
naquèterez;na.kɛ.tə.ʁe
naquèteriez;na.kɛ.tə.ʁje
naquèterions;na.kɛ.tə.ʁjɔ̃
naquèterons;na.kɛ.tə.ʁɔ̃
naquèteront;na.kɛ.tə.ʁɔ̃
naquètes;na.kɛt
naquîmes;na.kim
naquît;na.ki
naquîtes;na.kit
naquetâmes;na.kə.tam
naquetât;na.kə.ta
naquetâtes;na.kə.tat
naquetèrent;na.kə.tɛʁ
naqueté;na.kə.te
naquetée;na.kə.te
naquetées;na.kə.te
naquetés;na.kə.te
naqueta;na.kə.ta
naquetai;na.kə.te
naquetaient;na.kə.tɛ
naquetais;na.kə.tɛ
naquetait;na.kə.tɛ
naquetant;na.kə.tɑ̃
naquetas;na.kə.ta
naquetasse;na.kə.tas
naquetassent;na.kə.tas
naquetasses;na.kə.tas
naquetassiez;na.kə.ta.sje
naquetassions;na.kə.ta.sjɔ̃
naqueter;na.kə.te
naquetez;na.kə.te
naquetiez;na.kə.tje
naquetions;na.kə.tjɔ̃
naquetons;na.kə.tɔ̃
naquette;na.kɛt
naquettent;na.kɛt
naquettera;na.kɛ.tə.ʁa
naquetterai;na.kɛ.tə.ʁe
naquetteraient;na.kɛ.tə.ʁɛ
naquetterais;na.kɛ.tə.ʁɛ
naquetterait;na.kɛ.tə.ʁɛ
naquetteras;na.kɛ.tə.ʁa
naquetterez;na.kɛ.tə.ʁe
naquetteriez;na.kɛ.tə.ʁje
naquetterions;na.kɛ.tə.ʁjɔ̃
naquetterons;na.kɛ.tə.ʁɔ̃
naquetteront;na.kɛ.tə.ʁɔ̃
naquettes;na.kɛt
naquirent;na.kiʁ
naquis;na.ki
naquisse;na.kis
naquissent;na.kis
naquisses;na.kis
naquissiez;na.ki.sje
naquissions;na.ki.sjɔ̃
naquit;na.ki
naracar;ɛʁ.baʒ
narbonnais;naʁ.bɔ.nɛ
narbonne;naʁ.bɔn
narce;naʁ.koz
narcisséen;naʁ.sise.ɛ̃
narcisséenne;naʁ.sise.ɛ̃
narcisséennes;naʁ.sise.ɛ̃
narcisséens;naʁ.sise.ɛ̃
narcisse;naʁ.sis
narcisses;naʁ.sis
narcissine;naʁ.si.sin
narcissique;naʁ.si.sik
narcissiquement;naʁ.si.sik.mɑ̃
narcissiques;naʁ.si.sik
narcissisâmes;naʁ.si.si.zam
narcissisât;naʁ.si.si.za
narcissisâtes;naʁ.si.si.zat
narcissisèrent;naʁ.si.si.zɛʁ
narcissisé;naʁ.si.si.ze
narcissisée;naʁ.si.si.ze
narcissisées;naʁ.si.si.ze
narcissisés;naʁ.si.si.ze
narcissisa;naʁ.si.si.za
narcissisai;naʁ.si.si.ze
narcissisaient;naʁ.si.si.zɛ
narcissisais;naʁ.si.si.zɛ
narcissisait;naʁ.si.si.zɛ
narcissisant;naʁ.si.si.zɑ̃
narcissisas;naʁ.si.si.za
narcissisasse;naʁ.si.si.zas
narcissisassent;naʁ.si.si.zas
narcissisasses;naʁ.si.si.zas
narcissisassiez;naʁ.si.si.za.sje
narcissisassions;naʁ.si.si.za.sjɔ̃
narcissisation;naʁ.si.si.za.sjɔ̃
narcissisations;naʁ.si.si.za.sjɔ̃
narcissise;naʁ.si.siz
narcissisent;naʁ.si.siz
narcissiser;naʁ.si.si.ze
narcissisera;naʁ.si.si.zə.ʁa
narcissiserai;naʁ.si.si.zə.ʁe
narcissiseraient;naʁ.si.si.zə.ʁɛ
narcissiserais;naʁ.si.si.zə.ʁɛ
narcissiserait;naʁ.si.si.zə.ʁɛ
narcissiseras;naʁ.si.si.zə.ʁa
narcissiserez;naʁ.si.si.zə.ʁe
narcissiseriez;naʁ.si.si.zə.ʁje
narcissiserions;naʁ.si.si.zə.ʁjɔ̃
narcissiserons;naʁ.si.si.zə.ʁɔ̃
narcissiseront;naʁ.si.si.zə.ʁɔ̃
narcissises;naʁ.si.siz
narcissisez;naʁ.si.si.ze
narcissisiez;naʁ.si.si.zje
narcissisions;naʁ.si.si.zjɔ̃
narcissisme;naʁ.si.sism
narcissismes;na.pi.fɔʁm
narcissisons;naʁ.si.si.zɔ̃
narcissuses;na.ty.ʁa.li.za.sjɔ̃
narco;naʁ.ko
narcolepsie;naʁ.kɔ.lɛp.si
narcolepsies;na.pi.fɔʁm
narcoleptique;naʁ.kɔ.lɛp.tik
narcoleptiques;na.pi.fɔʁm
narcomanie;naʁ.ko.ma.ni
narcomanies;na.pi.fɔʁm
narcos;naʁ.ko
narcose;naʁ.koz
narcoses;naʁ.koz
narcothérapie;naʁ.ko.te.ʁa.pi
narcothérapies;naʁ.ko.te.ʁa.pi
narcotic;ɛ̃.pɔʁ.tɑ̃s
narcotine;naʒ
narcotinique;naʁ.kɔ.ti.nik
narcotiniques;na.pi.fɔʁm
narcotique;naʁ.kɔ.tik
narcotiques;na.pi.fɔʁm
