Jèrri;ʒɛʁ.zɛ
jibbons;dʒi.bɔ̃
jibes;dʒɔj.stik
jiclâmes;ʒik.lam
jiclât;ʒik.la
jiclâtes;ʒik.lat
jiclèrent;ʒik.lɛʁ
jiclé;ʒik.le
jicla;ʒik.la
jiclai;ʒik.le
jiclaient;ʒik.lɛ
jiclais;ʒik.lɛ
jiclait;ʒik.lɛ
jiclant;ʒik.lɑ̃
jiclas;ʒik.la
jiclasse;ʒik.las
jiclassent;ʒik.las
jiclasses;ʒik.las
jiclassiez;ʒik.la.sje
jiclassions;ʒik.la.sjɔ̃
jicle;ʒikl
jiclent;ʒikl
jicler;ʒik.le
jiclera;ʒik.lə.ʁa
jiclerai;ʒik.lə.ʁe
jicleraient;ʒik.lə.ʁɛ
jiclerais;ʒik.lə.ʁɛ
jiclerait;ʒik.lə.ʁɛ
jicleras;ʒik.lə.ʁa
jiclerez;ʒik.lə.ʁe
jicleriez;ʒik.lə.ʁje
jiclerions;ʒik.lə.ʁjɔ̃
jiclerons;ʒik.lə.ʁɔ̃
jicleront;ʒik.lə.ʁɔ̃
jicles;ʒikl
jiclez;ʒik.le
jicliez;ʒik.li.je
jiclions;ʒik.li.jɔ̃
jiclons;ʒik.lɔ̃
jifa;ju.pin.ʁi
jiggâmes;dʒi.ɡam
jiggât;dʒi.ɡa
jiggâtes;dʒi.ɡat
jiggèrent;dʒi.ɡɛʁ
jiggé;dʒi.ɡe
jiggée;dʒi.ɡe
jiggées;dʒi.ɡe
jiggés;dʒi.ɡe
jigga;dʒi.ɡa
jiggai;dʒi.ɡe
jiggaient;dʒi.ɡɛ
jiggais;dʒi.ɡɛ
jiggait;dʒi.ɡɛ
jiggant;dʒi.ɡɑ̃
jiggas;dʒi.ɡa
jiggasse;dʒi.ɡas
jiggassent;dʒi.ɡas
jiggasses;dʒi.ɡas
jiggassiez;dʒi.ɡa.sje
jiggassions;dʒi.ɡa.sjɔ̃
jigge;dʒiɡ
jiggent;dʒiɡ
jigger;dʒi.ɡe
jiggera;dʒi.ɡə.ʁa
jiggerai;dʒi.ɡə.ʁe
jiggeraient;dʒi.ɡə.ʁɛ
jiggerais;dʒi.ɡə.ʁɛ
jiggerait;dʒi.ɡə.ʁɛ
jiggeras;dʒi.ɡə.ʁa
jiggerez;dʒi.ɡə.ʁe
jiggeriez;dʒi.ɡə.ʁje
jiggerions;dʒi.ɡə.ʁjɔ̃
jiggerons;dʒi.ɡə.ʁɔ̃
jiggeront;dʒi.ɡə.ʁɔ̃
jigges;dʒiɡ
jiggez;dʒi.ɡe
jiggiez;dʒi.ɡje
jiggions;dʒi.ɡjɔ̃
jiggons;dʒi.ɡɔ̃
jihad;ʒi.ad
jihadisâmes;dʒi.a.di.zam
jihadisât;dʒi.a.di.za
jihadisâtes;dʒi.a.di.zat
jihadisèrent;dʒi.a.di.zɛʁ
jihadisé;dʒi.a.di.ze
jihadisée;dʒi.a.di.ze
jihadisées;dʒi.a.di.ze
jihadisés;dʒi.a.di.ze
jihadisa;dʒi.a.di.za
jihadisai;dʒi.a.di.ze
jihadisaient;dʒi.a.di.zɛ
jihadisais;dʒi.a.di.zɛ
jihadisait;dʒi.a.di.zɛ
jihadisant;dʒi.a.di.zɑ̃
jihadisas;dʒi.a.di.za
jihadisasse;dʒi.a.di.zas
jihadisassent;dʒi.a.di.zas
jihadisasses;dʒi.a.di.zas
jihadisassiez;dʒi.a.di.za.sje
jihadisassions;dʒi.a.di.za.sjɔ̃
jihadise;dʒi.a.diz
jihadisent;dʒi.a.diz
jihadiser;dʒi.a.di.ze
jihadisera;dʒi.a.di.zə.ʁa
jihadiserai;dʒi.a.di.zə.ʁe
jihadiseraient;dʒi.a.di.zə.ʁɛ
jihadiserais;dʒi.a.di.zə.ʁɛ
jihadiserait;dʒi.a.di.zə.ʁɛ
jihadiseras;dʒi.a.di.zə.ʁa
jihadiserez;dʒi.a.di.zə.ʁe
jihadiseriez;dʒi.a.di.zə.ʁje
jihadiserions;dʒi.a.di.zə.ʁjɔ̃
jihadiserons;dʒi.a.di.zə.ʁɔ̃
jihadiseront;dʒi.a.di.zə.ʁɔ̃
jihadises;dʒi.a.diz
jihadisez;dʒi.a.di.ze
jihadisiez;dʒi.a.di.zje
jihadisions;dʒi.a.di.zjɔ̃
jihadisons;dʒi.a.di.zɔ̃
jihadiste;ʒi.a.dist
jihadistes;ʒi.a.dist
jii;ju.pin.ʁi
jijjouwen;de.li.di.ni.sje
jilbab;dʒil.bab
jilbeb;dʒil.bəb
jinglâmes;ʒɛ̃.ɡlam
jinglât;ʒɛ̃.ɡla
jinglâtes;ʒɛ̃.ɡlat
jinglèrent;ʒɛ̃.ɡlɛʁ
jinglé;ʒɛ̃.ɡle
jingla;ʒɛ̃.ɡla
jinglai;ʒɛ̃.ɡle
jinglaient;ʒɛ̃.ɡlɛ
jinglais;ʒɛ̃.ɡlɛ
jinglait;ʒɛ̃.ɡlɛ
jinglant;ʒɛ̃.ɡlɑ̃
jinglas;ʒɛ̃.ɡla
jinglasse;ʒɛ̃.ɡlas
jinglassent;ʒɛ̃.ɡlas
jinglasses;ʒɛ̃.ɡlas
jinglassiez;ʒɛ̃.ɡla.sje
jinglassions;ʒɛ̃.ɡla.sjɔ̃
jingle;ʒɛ̃ɡl
jinglent;ʒɛ̃ɡl
jingler;ʒɛ̃.ɡle
jinglera;ʒɛ̃.ɡlə.ʁa
jinglerai;ʒɛ̃.ɡlə.ʁe
jingleraient;ʒɛ̃.ɡlə.ʁɛ
jinglerais;ʒɛ̃.ɡlə.ʁɛ
jinglerait;ʒɛ̃.ɡlə.ʁɛ
jingleras;ʒɛ̃.ɡlə.ʁa
jinglerez;ʒɛ̃.ɡlə.ʁe
jingleriez;ʒɛ̃.ɡlə.ʁje
jinglerions;ʒɛ̃.ɡlə.ʁjɔ̃
jinglerons;ʒɛ̃.ɡlə.ʁɔ̃
jingleront;ʒɛ̃.ɡlə.ʁɔ̃
jingles;ʒɛ̃ɡl
jinglez;ʒɛ̃.ɡle
jingliez;ʒɛ̃.ɡli.je
jinglions;ʒɛ̃.ɡli.jɔ̃
jinglons;ʒɛ̃.ɡlɔ̃
jinguâmes;ʒɛ̃.ɡam
jinguât;ʒɛ̃.ɡa
jinguâtes;ʒɛ̃.ɡat
jinguèrent;ʒɛ̃.ɡɛʁ
jingué;ʒɛ̃.ɡe
jingua;ʒɛ̃.ɡa
jinguai;ʒɛ̃.ɡe
jinguaient;ʒɛ̃.ɡɛ
jinguais;ʒɛ̃.ɡɛ
jinguait;ʒɛ̃.ɡɛ
jinguant;ʒɛ̃.ɡɑ̃
jinguas;ʒɛ̃.ɡa
jinguasse;ʒɛ̃.ɡas
jinguassent;ʒɛ̃.ɡas
jinguasses;ʒɛ̃.ɡas
jinguassiez;ʒɛ̃.ɡa.sje
jinguassions;ʒɛ̃.ɡa.sjɔ̃
jingue;ʒɛ̃ɡ
jinguent;ʒɛ̃ɡ
jinguer;ʒɛ̃.ɡe
jinguera;ʒɛ̃.ɡə.ʁa
jinguerai;ʒɛ̃.ɡə.ʁe
jingueraient;ʒɛ̃.ɡə.ʁɛ
jinguerais;ʒɛ̃.ɡə.ʁɛ
jinguerait;ʒɛ̃.ɡə.ʁɛ
jingueras;ʒɛ̃.ɡə.ʁa
jinguerez;ʒɛ̃.ɡə.ʁe
jingueriez;ʒɛ̃.ɡə.ʁje
jinguerions;ʒɛ̃.ɡə.ʁjɔ̃
jinguerons;ʒɛ̃.ɡə.ʁɔ̃
jingueront;ʒɛ̃.ɡə.ʁɔ̃
jingues;ʒɛ̃ɡ
jinguez;ʒɛ̃.ɡe
jinguiez;ʒɛ̃.ɡje
jinguions;ʒɛ̃.ɡjɔ̃
jinguons;ʒɛ̃.ɡɔ̃
jinoch;ʒy.ve.nil
jiolahiko;da.mis.tik
jiolahinao;da.mis.tik
jiolahinareo;da.mis.tik
jiolahinay;da.mis.tik
jiolahinjareo;da.mis.tik
jiolahintsika;da.mis.tik
jiolahiny;da.mis.tik
jiquilite;ʒi.ki.lit
jit;dʒɛʁk
jittering;ʒi.ʁo
jizva;de.ʁe.fe.ʁɑ̃s.mɑ̃
joël;jɔɛl
joïk;jɔ.ik
joïks;jɔ.ik
joûtîmes;ʒu.tim
joûtît;ʒu.ti
joûtîtes;ʒu.tit
joûti;ʒu.ti
joûtir;ʒu.tiʁ
joûtira;ʒu.ti.ʁa
joûtirai;ʒu.ti.ʁe
joûtiraient;ʒu.ti.ʁɛ
joûtirais;ʒu.ti.ʁɛ
joûtirait;ʒu.ti.ʁɛ
joûtiras;ʒu.ti.ʁa
joûtirent;ʒu.tiʁ
joûtirez;ʒu.ti.ʁe
joûtiriez;ʒu.ti.ʁje
joûtirions;ʒu.ti.ʁjɔ̃
joûtirons;ʒu.ti.ʁɔ̃
joûtiront;ʒu.ti.ʁɔ̃
joûtis;ʒu.ti
joûtissaient;ʒu.ti.sɛ
joûtissais;ʒu.ti.sɛ
joûtissait;ʒu.ti.sɛ
joûtissant;ʒu.ti.sɑ̃
joûtisse;ʒu.tis
joûtissent;ʒu.tis
joûtisses;ʒu.tis
joûtissez;ʒu.ti.se
joûtissiez;ʒu.ti.sje
joûtissions;ʒu.ti.sjɔ̃
joûtissons;ʒu.ti.sɔ̃
joûtit;ʒu.ti
jo;dʒo
joachimisme;ʒɔ.a.ʃi.mism
joachimite;ʒɔ.a.ʃi.mit
joad;dʒɛʁk
joaillère;ʒɔ.a.jɛʁ
joaillères;ʒɔ.a.jɛʁ
joailler;ʒɔ.a.jɛʁ
joaillerie;ʒɔ.a.jʁi
joailleries;ʒɔ.a.jʁi
joaillers;ʒɔ.a.je
joaillière;ʒɔ.a.jɛʁ
joaillières;ʒɔ.a.jɛʁ
joaillier;ʒɔ.a.je
joailliers;ʒɔ.a.je
joalheiro;ʒak.ta
job;dʒɔb
jobardâmes;ʒo.baʁ.dam
jobardât;ʒɔ.baʁ.da
jobardâtes;ʒo.baʁ.dat
jobardèrent;ʒo.baʁ.dɛʁ
jobardé;ʒo.baʁ.de
jobardée;ʒo.baʁ.de
jobardées;ʒo.baʁ.de
jobardés;ʒo.baʁ.de
jobard;ʒɔ.baʁ
jobarda;ʒɔ.baʁ.da
jobardai;ʒo.baʁ.de
jobardaient;ʒo.baʁ.dɛ
jobardais;ʒo.baʁ.dɛ
jobardait;ʒo.baʁ.dɛ
jobardant;ʒo.baʁ.dɑ̃
jobardas;ʒɔ.baʁ.da
jobardasse;ʒɔ.baʁ.das
jobardassent;ʒɔ.baʁ.das
jobardasses;ʒɔ.baʁ.das
jobardassiez;ʒɔ.baʁ.da.sje
jobardassions;ʒɔ.baʁ.da.sjɔ̃
jobarde;ʒo.baʁd
jobardent;ʒo.baʁd
jobarder;ʒɔ.baʁ.de
jobardera;ʒɔ.baʁ.də.ʁa
jobarderai;ʒɔ.baʁ.də.ʁe
jobarderaient;ʒɔ.baʁ.də.ʁɛ
jobarderais;ʒɔ.baʁ.də.ʁɛ
jobarderait;ʒɔ.baʁ.də.ʁɛ
jobarderas;ʒɔ.baʁ.də.ʁa
jobarderez;ʒɔ.baʁ.də.ʁe
jobarderie;ʒɔ.baʁ.dʁi
jobarderiez;ʒɔ.baʁ.də.ʁje
jobarderions;ʒɔ.baʁ.də.ʁjɔ̃
jobarderons;ʒɔ.baʁ.də.ʁɔ̃
jobarderont;ʒɔ.baʁ.də.ʁɔ̃
jobardes;ʒɔ.baʁd
jobardez;ʒo.baʁ.de
jobardiez;ʒo.baʁ.dje
jobardions;ʒo.baʁ.djɔ̃
jobardise;ʒɔ.baʁdiz
jobardons;ʒo.baʁ.dɔ̃
jobards;ʒɔ.baʁ
jobastre;ʒo.bastʁ
jobastres;ʒo.nɑtʁ
jobbâmes;dʒɔ.bam
jobbât;dʒɔ.ba
jobbâtes;dʒɔ.bat
jobbèrent;dʒɔ.bɛʁ
jobbé;dʒɔ.be
jobba;dʒɔ.ba
jobbai;dʒɔ.be
jobbaient;dʒɔ.bɛ
jobbais;dʒɔ.bɛ
jobbait;dʒɔ.bɛ
jobbant;dʒɔ.bɑ̃
jobbas;dʒɔ.ba
jobbasse;dʒɔ.bas
jobbassent;dʒɔ.bas
jobbasses;dʒɔ.bas
jobbassiez;dʒɔ.ba.sje
jobbassions;dʒɔ.ba.sjɔ̃
jobbe;dʒɔb
jobbent;dʒɔb
jobber;dʒɔ.be
jobbera;dʒɔ.bə.ʁa
jobberai;dʒɔ.bə.ʁe
jobberaient;dʒɔ.bə.ʁɛ
jobberais;dʒɔ.bə.ʁɛ
jobberait;dʒɔ.bə.ʁɛ
jobberas;dʒɔ.bə.ʁa
jobberez;dʒɔ.bə.ʁe
jobberiez;dʒɔ.bə.ʁje
jobberions;dʒɔ.bə.ʁjɔ̃
jobberons;dʒɔ.bə.ʁɔ̃
jobberont;dʒɔ.bə.ʁɔ̃
jobbes;dʒɔb
jobbez;dʒɔ.be
jobbies;de.mɔ̃
jobbiez;dʒɔ.bje
jobbing;ʒi.ʁo
jobbions;dʒɔ.bjɔ̃
jobbons;dʒɔ.bɔ̃
jobelin;ʒɔb.lɛ̃
jobelins;ʒɔb.lɛ̃
jobet;ʒɔ.bɛ
jobeur;dʒɔ.bœʁ
jobeurs;dʒɔ.bœʁ
jobine;ʒɔ.bin
jobines;ʒɔ.bin
jobiste;dʒɔ.bist
jobistes;ʒo.nɑtʁ
joblâmes;ʒɔb.lam
joblât;ʒɔb.la
joblâtes;ʒɔb.lat
joblèrent;ʒɔb.lɛʁ
joblé;ʒɔb.le
jobla;ʒɔb.la
joblai;ʒɔb.le
joblaient;ʒɔb.lɛ
joblais;ʒɔb.lɛ
joblait;ʒɔb.lɛ
joblant;ʒɔb.lɑ̃
joblas;ʒɔb.la
joblasse;ʒɔb.las
joblassent;ʒɔb.las
joblasses;ʒɔb.las
joblassiez;ʒɔb.la.sje
joblassions;ʒɔb.la.sjɔ̃
joble;ʒɔbl
joblent;ʒɔbl
jobler;ʒɔb.le
joblera;ʒɔb.lə.ʁa
joblerai;ʒɔb.lə.ʁe
jobleraient;ʒɔb.lə.ʁɛ
joblerais;ʒɔb.lə.ʁɛ
joblerait;ʒɔb.lə.ʁɛ
jobleras;ʒɔb.lə.ʁa
joblerez;ʒɔb.lə.ʁe
jobleriez;ʒɔb.lə.ʁje
joblerions;ʒɔb.lə.ʁjɔ̃
joblerons;ʒɔb.lə.ʁɔ̃
jobleront;ʒɔb.lə.ʁɔ̃
jobles;ʒɔbl
joblez;ʒɔb.le
jobliez;ʒɔb.li.je
joblions;ʒɔb.li.jɔ̃
joblons;ʒɔb.lɔ̃
jobs;dʒɔb
jocasse;ʒɔ.kas
joch;dø.te.ʁɔ.nɔm
jocis;ʒɛʁ.ma.nɔ.ma.ni
jociste;ʒɔ.sist
jockey;ʒɔ.kɛ
jockeying;ʒi.ʁo
jockeys;ʒɔ.kɛ
jocko;ʒɔ.ʒe
jocorum;ʒɛʁ.ma.nɔ.ma.ni
jocrisse;ʒɔk.ʁis
jocrisses;ʒɔk.ʁis
joculateur;ʒɔ.ky.la.tœʁ
joculateurs;ʒo.nɑtʁ
jod;jɔd
jodh;jɔd
jodhpurs;ʒɔd.pyʁ
jodhs;ʒo.nɑtʁ
jodlâmes;jɔd.lam
jodlât;jɔd.la
jodlâtes;jɔd.lat
jodlèrent;jɔd.lɛʁ
jodlé;jɔd.le
jodla;jɔd.la
jodlai;jɔd.le
jodlaient;jɔd.lɛ
jodlais;jɔd.lɛ
jodlait;jɔd.lɛ
jodlant;jɔd.lɑ̃
jodlarja;ʒɑ̃.vje
jodlarje;ʒɑ̃.vje
jodlarjem;ʒɑ̃.vje
jodlarjema;ʒɑ̃.vje
jodlarjev;ʒɑ̃.vje
jodlarji;ʒɑ̃.vje
jodlarjih;ʒɑ̃.vje
jodlarju;ʒɑ̃.vje
jodlas;jɔd.la
jodlasse;jɔd.las
jodlassent;jɔd.las
jodlasses;jɔd.las
jodlassiez;jɔd.la.sje
jodlassions;jɔd.la.sjɔ̃
jodle;jɔdl
jodlent;jɔdl
jodler;jɔd.le
jodlera;jɔd.lə.ʁa
jodlerai;jɔd.lə.ʁe
jodleraient;jɔd.lə.ʁɛ
jodlerais;jɔd.lə.ʁɛ
jodlerait;jɔd.lə.ʁɛ
jodleras;jɔd.lə.ʁa
jodlerez;jɔd.lə.ʁe
jodleriez;jɔd.lə.ʁje
jodlerions;jɔd.lə.ʁjɔ̃
jodlerons;jɔd.lə.ʁɔ̃
jodleront;jɔd.lə.ʁɔ̃
jodles;jɔdl
jodlez;jɔd.le
jodliez;jɔd.lje
jodlions;jɔd.ljɔ̃
jodlons;jɔd.lɔ̃
jodom;ʒɑ̃.vje
jodovodikova;ʒɑ̃.vje
jodovodikove;ʒɑ̃.vje
jodovodikovega;ʒɑ̃.vje
jodovodikovem;ʒɑ̃.vje
jodovodikovemu;ʒɑ̃.vje
jodovodikovi;ʒɑ̃.vje
jodovodikovih;ʒɑ̃.vje
jodovodikovim;ʒɑ̃.vje
jodovodikovima;ʒɑ̃.vje
jodovodikovimi;ʒɑ̃.vje
jodovodikovo;ʒɑ̃.vje
jodu;ʒɑ̃.vje
joeirar;ʒak.ta
joelho;ʒak.ta
joganoj;jəl
joganojn;jəl
joganon;jəl
joge;ʒi
joggâmes;dʒɔ.ɡam
joggât;dʒɔ.ɡa
joggâtes;dʒɔ.ɡat
joggèrent;dʒɔ.ɡɛʁ
joggé;dʒɔ.ɡe
jogga;dʒɔ.ɡa
joggai;dʒɔ.ɡe
joggaient;dʒɔ.ɡɛ
joggais;dʒɔ.ɡɛ
joggait;dʒɔ.ɡɛ
joggant;dʒɔ.ɡɑ̃
joggas;dʒɔ.ɡa
joggasse;dʒɔ.ɡas
joggassent;dʒɔ.ɡas
joggasses;dʒɔ.ɡas
joggassiez;dʒɔ.ɡa.sje
joggassions;dʒɔ.ɡa.sjɔ̃
jogge;dʒɔɡ
joggent;dʒɔɡ
jogger;dʒɔ.ɡe
joggera;dʒɔ.ɡə.ʁa
joggerai;dʒɔ.ɡə.ʁe
joggeraient;dʒɔ.ɡə.ʁɛ
joggerais;dʒɔ.ɡə.ʁɛ
joggerait;dʒɔ.ɡə.ʁɛ
joggeras;dʒɔ.ɡə.ʁa
joggerez;dʒɔ.ɡə.ʁe
joggeriez;dʒɔ.ɡə.ʁje
joggerions;dʒɔ.ɡə.ʁjɔ̃
joggerons;dʒɔ.ɡə.ʁɔ̃
joggeront;dʒɔ.ɡə.ʁɔ̃
joggers;dʒɔ.ɡœʁ
jogges;dʒɔɡ
joggeurs;dʒɔɡ.ʒœʁ
joggez;dʒɔ.ɡe
joggiez;dʒɔ.ɡje
joggions;dʒɔ.ɡjɔ̃
joggons;dʒɔ.ɡɔ̃
jogija;ʒɑ̃.vje
jogije;ʒɑ̃.vje
jogijem;ʒɑ̃.vje
jogijema;ʒɑ̃.vje
jogijev;ʒɑ̃.vje
jogiji;ʒɑ̃.vje
jogijih;ʒɑ̃.vje
jogiju;ʒɑ̃.vje
jogo;ʒak.ta
jogoj;jəl
jogojn;jəl
jogon;jəl
jogurta;ʒɑ̃.vje
jogurte;ʒɑ̃.vje
jogurti;ʒɑ̃.vje
jogurtih;ʒɑ̃.vje
jogurtom;ʒɑ̃.vje
jogurtoma;ʒɑ̃.vje
jogurtov;ʒɑ̃.vje
jogurtu;ʒɑ̃.vje
johannais;ʒɔ.a.nɛ
johannique;ʒɔ.a.nik
johanniques;ʒɔ.a.nik
johannisberg;ʒɔ.a.ni.sbɛʁ
johannite;ʒɔ.a.nnit
joie;ʒwa
joies;ʒwa
joignîmes;ʒwa.ɲim
joignît;ʒwa.ɲi
joignîtes;ʒwa.ɲit
joignabilité;jɔk.to.tɛs.la
joignable;ʒwa.njabl
joignables;ʒwa.njabl
joignaient;ʒwa.ɲɛ
joignais;ʒwa.ɲɛ
joignait;ʒwa.ɲɛ
joignant;ʒwa.ɲɑ̃
joignants;ʒwa.ɲɑ̃
joigne;ʒwaɲ
joignent;ʒwaɲ
joignes;ʒwaɲ
joignez;ʒwa.ɲe
joigniez;ʒwa.ɲje
joignions;ʒwa.ɲjɔ̃
joignirent;ʒwa.ɲiʁ
joignis;ʒwa.ɲi
joignisse;ʒwa.ɲis
joignissent;ʒwa.ɲis
joignisses;ʒwa.ɲis
joignissiez;ʒwa.ɲi.sje
joignissions;ʒwa.ɲi.sjɔ̃
joignit;ʒwa.ɲi
joignons;ʒwa.ɲɔ̃
joindra;ʒwɛ̃.dʁa
joindrai;ʒwɛ̃.dʁe
joindraient;ʒwɛ̃.dʁɛ
joindrais;ʒwɛ̃.dʁɛ
joindrait;ʒwɛ̃.dʁɛ
joindras;ʒwɛ̃.dʁa
joindre;ʒwɛ̃dʁ
joindrez;ʒwɛ̃.dʁe
joindriez;ʒwɛ̃.dʁi.je
joindrions;ʒwɛ̃.dʁi.jɔ̃
joindrons;ʒwɛ̃.dʁɔ̃
joindront;ʒwɛ̃.dʁɔ̃
joinquée;ʒwɛ̃.ke
joins;ʒwɛ̃
jointâmes;ʒwɛ̃.tam
jointât;ʒwɛ̃.ta
jointâtes;ʒwɛ̃.tat
jointèrent;ʒwɛ̃.tɛʁ
jointé;ʒwɛ̃.te
jointée;ʒwɛ̃.te
jointées;ʒwɛ̃.te
jointés;ʒwɛ̃.te
joint;ʒwɛ̃
jointa;ʒwɛ̃.ta
jointai;ʒwɛ̃.te
jointaient;ʒwɛ̃.tɛ
jointais;ʒwɛ̃.tɛ
jointait;ʒwɛ̃.tɛ
jointant;ʒwɛ̃.tɑ̃
jointas;ʒwɛ̃.ta
jointasse;ʒwɛ̃.tas
jointassent;ʒwɛ̃.tas
jointasses;ʒwɛ̃.tas
jointassiez;ʒwɛ̃.ta.sje
jointassions;ʒwɛ̃.ta.sjɔ̃
jointe;ʒwɛ̃t
jointemens;ʒwɛ̃t.mɑ̃
jointement;ʒwɛ̃t.mɑ̃
jointements;ʒwɛ̃t.mɑ̃
jointent;ʒwɛ̃t
jointer;ʒwɛ̃.te
jointera;ʒwɛ̃.tə.ʁa
jointerai;ʒwɛ̃.tə.ʁe
jointeraient;ʒwɛ̃.tə.ʁɛ
jointerais;ʒwɛ̃.tə.ʁɛ
jointerait;ʒwɛ̃.tə.ʁɛ
jointeras;ʒwɛ̃.tə.ʁa
jointerez;ʒwɛ̃.tə.ʁe
jointeriez;ʒwɛ̃.tə.ʁje
jointerions;ʒwɛ̃.tə.ʁjɔ̃
jointerons;ʒwɛ̃.tə.ʁɔ̃
jointeront;ʒwɛ̃.tə.ʁɔ̃
jointes;ʒwɛ̃t
jointez;ʒwɛ̃.te
jointiez;ʒwɛ̃.tje
jointifs;ʒwɛ̃.tif
jointions;ʒwɛ̃.tjɔ̃
jointive;ʒwɛ̃.tiv
jointives;ʒwɛ̃.tiv
jointoie;ʒwɛ̃.twa
jointoiement;ʒɔ.nis.mɑ̃
jointoient;ʒwɛ̃.twa
jointoiera;ʒwɛ̃.twa.ʁa
jointoierai;ʒwɛ̃.twa.ʁe
jointoieraient;ʒwɛ̃.twa.ʁɛ
jointoierais;ʒwɛ̃.twa.ʁɛ
jointoierait;ʒwɛ̃.twa.ʁɛ
jointoieras;ʒwɛ̃.twa.ʁa
jointoierez;ʒwɛ̃.twa.ʁe
jointoieriez;ʒwɛ̃.twa.ʁje
jointoierions;ʒwɛ̃.twa.ʁjɔ̃
jointoierons;ʒwɛ̃.twa.ʁɔ̃
jointoieront;ʒwɛ̃.twa.ʁɔ̃
jointoies;ʒwɛ̃.twa
jointons;ʒwɛ̃.tɔ̃
jointoyâmes;ʒwɛ̃.twa.jam
jointoyât;ʒwɛ̃.twa.ja
jointoyâtes;ʒwɛ̃.twa.jat
jointoyèrent;ʒwɛ̃.twa.jɛʁ
jointoyé;ʒwɛ̃.twa.je
jointoyée;ʒwɛ̃.twa.je
jointoyées;ʒwɛ̃.twa.je
jointoyés;ʒwɛ̃.twa.je
jointoya;ʒwɛ̃.twa.ja
jointoyai;ʒwɛ̃.twa.je
jointoyaient;ʒwɛ̃.twa.jɛ
jointoyais;ʒwɛ̃.twa.jɛ
jointoyait;ʒwɛ̃.twa.jɛ
jointoyant;ʒwɛ̃.twa.jɑ̃
jointoyas;ʒwɛ̃.twa.ja
jointoyasse;ʒwɛ̃.twa.jas
jointoyassent;ʒwɛ̃.twa.jas
jointoyasses;ʒwɛ̃.twa.jas
jointoyassiez;ʒwɛ̃.twa.ja.sje
jointoyassions;ʒwɛ̃.twa.ja.sjɔ̃
jointoyer;ʒwɛ̃.twa.je
jointoyez;ʒwɛ̃.twa.je
jointoyiez;ʒwɛ̃.twa.je
jointoyions;ʒwɛ̃.twa.jɔ̃
jointoyons;ʒwɛ̃.twa.jɔ̃
joints;ʒwɛ̃
jointure;ʒwɛ̃.tyʁ
jointures;ʒwɛ̃.tyʁ
jojo;ʒo.ʒo
jojos;ʒo.ʒo
jojotâmes;ʒɔ.ʒɔ.tam
jojotât;ʒɔ.ʒɔ.ta
jojotâtes;ʒɔ.ʒɔ.tat
jojotèrent;ʒɔ.ʒɔ.tɛʁ
jojoté;ʒɔ.ʒɔ.te
jojota;ʒɔ.ʒɔ.ta
jojotai;ʒɔ.ʒɔ.te
jojotaient;ʒɔ.ʒɔ.tɛ
jojotais;ʒɔ.ʒɔ.tɛ
jojotait;ʒɔ.ʒɔ.tɛ
jojotant;ʒɔ.ʒɔ.tɑ̃
jojotas;ʒɔ.ʒɔ.ta
jojotasse;ʒɔ.ʒɔ.tas
jojotassent;ʒɔ.ʒɔ.tas
jojotasses;ʒɔ.ʒɔ.tas
jojotassiez;ʒɔ.ʒɔ.ta.sje
jojotassions;ʒɔ.ʒɔ.ta.sjɔ̃
jojote;ʒɔ.ʒɔt
jojotent;ʒɔ.ʒɔt
jojotera;ʒɔ.ʒɔ.tə.ʁa
jojoterai;ʒɔ.ʒɔ.tə.ʁe
jojoteraient;ʒɔ.ʒɔ.tə.ʁɛ
jojoterais;ʒɔ.ʒɔ.tə.ʁɛ
jojoterait;ʒɔ.ʒɔ.tə.ʁɛ
jojoteras;ʒɔ.ʒɔ.tə.ʁa
jojoterez;ʒɔ.ʒɔ.tə.ʁe
jojoteriez;ʒɔ.ʒɔ.tə.ʁje
jojoterions;ʒɔ.ʒɔ.tə.ʁjɔ̃
jojoterons;ʒɔ.ʒɔ.tə.ʁɔ̃
jojoteront;ʒɔ.ʒɔ.tə.ʁɔ̃
jojotes;ʒɔ.ʒɔt
jojotez;ʒɔ.ʒɔ.te
jojotiez;ʒɔ.ʒɔ.tje
jojotions;ʒɔ.ʒɔ.tjɔ̃
jojotons;ʒɔ.ʒɔ.tɔ̃
jokâmes;dʒɔ.kam
jokât;dʒɔ.ka
jokâtes;dʒɔ.kat
jokèrent;dʒɔ.kɛʁ
joké;dʒɔ.ke
joka;dʒɔ.ka
jokai;dʒɔ.ke
jokaient;dʒɔ.kɛ
jokais;dʒɔ.kɛ
jokait;dʒɔ.kɛ
jokant;dʒɔ.kɑ̃
jokari;dʒɔ.ka.ʁi
jokaris;ʒo.nɑtʁ
jokas;dʒɔ.ka
jokasse;dʒɔ.kas
jokassent;dʒɔ.kas
jokasses;dʒɔ.kas
jokassiez;dʒɔ.ka.sje
jokassions;dʒɔ.ka.sjɔ̃
joke;dʒok
jokent;dʒɔk
joker;ʒɔ.kɛʁ
jokera;dʒɔ.kə.ʁa
jokerai;dʒɔ.kə.ʁe
jokeraient;dʒɔ.kə.ʁɛ
jokerais;dʒɔ.kə.ʁɛ
jokerait;dʒɔ.kə.ʁɛ
jokeras;dʒɔ.kə.ʁa
jokerez;dʒɔ.kə.ʁe
jokeriez;dʒɔ.kə.ʁje
jokerions;dʒɔ.kə.ʁjɔ̃
